,wins_difference,draws_difference,loses_difference,points_per_game_difference,ranking_difference,goal_diff_per_game_difference
42,-0.009510869565217406,-0.0516304347826087,0.06114130434782608,-0.07999999999999985,7.0,0.040000000000000036
43,0.09224598930481281,0.004901960784313764,-0.09714795008912658,0.29000000000000004,-13.0,0.7
44,0.04640151515151514,0.03977272727272729,-0.08617424242424243,0.17999999999999994,-1.0,0.06000000000000005
45,0.045454545454545414,-0.0472727272727273,0.0018181818181818299,0.08999999999999986,-1.0,0.28
46,-0.2416267942583732,0.09649122807017543,0.14513556618819778,-0.6299999999999999,28.0,-0.6699999999999999
47,0.08974358974358976,-0.08608058608058608,-0.00366300366300365,0.18999999999999995,-3.0,0.08000000000000007
48,-0.16761363636363635,0.020833333333333315,0.14678030303030304,-0.49,25.0,-0.7
49,0.0,-0.10571428571428573,0.1057142857142857,-0.1100000000000001,7.0,-0.27
50,0.13636363636363635,-0.11904761904761904,-0.01731601731601734,0.29000000000000004,-19.0,0.38999999999999996
51,-0.03125,0.007500000000000007,0.023749999999999993,-0.08999999999999986,-1.0,-0.040000000000000036
52,0.25620608899297426,-0.03606557377049183,-0.2201405152224824,0.74,-40.0,1.15
53,0.07364864864864873,-0.08581081081081082,0.012162162162162177,0.14000000000000012,6.0,0.1299999999999999
54,0.1547619047619047,0.0357142857142857,-0.19047619047619047,0.5,5.0,0.5800000000000001
55,-0.22524565381708234,0.23204837490551777,-0.006802721088435382,-0.44000000000000017,18.0,-0.95
56,-0.08893280632411066,0.10935441370223978,-0.020421607378129147,-0.16000000000000014,-6.0,-0.46
57,-0.09688995215311003,-0.014752791068580545,0.11164274322169057,-0.30000000000000004,7.0,-0.22000000000000008
58,0.1107711138310894,0.11260709914320682,-0.2233782129742962,0.44999999999999973,-6.0,0.7999999999999998
59,0.26136363636363635,0.12499999999999997,-0.38636363636363635,0.9100000000000001,-59.0,1.44
60,0.08333333333333337,-0.041666666666666685,-0.041666666666666685,0.20999999999999996,16.0,0.30000000000000004
61,0.12748171368861028,-0.09404388714733541,-0.03343782654127481,0.2899999999999998,-11.0,1.0099999999999998
62,0.07493061979648474,-0.005550416281221104,-0.06938020351526364,0.20999999999999996,-6.0,-0.07999999999999996
63,-0.52,-0.3,-0.18,0.0,-34.0,0.0
64,-0.08567603748326641,-0.016398929049531497,0.10207496653279785,-0.27,11.0,-0.6200000000000001
65,-0.00870827285921627,0.12578616352201255,-0.11707789066279634,0.09999999999999987,-16.0,0.30000000000000004
66,0.15070028011204478,-0.08515406162464986,-0.06554621848739497,0.3700000000000001,12.0,1.09
67,0.2670807453416149,0.0010351966873706209,-0.2681159420289855,0.81,-9.0,1.0899999999999999
68,-0.06071428571428572,-0.07500000000000001,0.1357142857142857,-0.26,34.0,-0.7000000000000001
69,0.12184315463003981,-0.025254762959681015,-0.09658839167035889,0.33999999999999986,-12.0,0.32000000000000006
70,-0.17592592592592587,0.17592592592592593,0.0,-0.3500000000000001,-22.0,-0.52
71,0.20408163265306117,-0.020408163265306145,-0.18367346938775508,0.5900000000000001,-35.0,1.01
72,-0.19450317124735728,0.043692741367159976,0.1508104298801973,-0.54,-3.0,-0.46
73,0.013157894736842146,0.17105263157894735,-0.18421052631578946,0.20999999999999974,-16.0,0.5599999999999999
74,-0.17045454545454541,0.05681818181818182,0.11363636363636365,-0.45999999999999996,39.0,-0.72
75,0.1798418972332016,0.07246376811594202,-0.25230566534914356,0.6100000000000003,-14.0,1.18
76,-0.07729468599033817,-0.04468599033816428,0.1219806763285024,-0.27,-7.0,-0.09000000000000008
77,0.003831417624521105,-0.0019157088122605526,-0.0019157088122605526,0.010000000000000009,32.0,-0.19999999999999996
78,0.04797979797979801,-0.05429292929292928,0.006313131313131326,0.08999999999999986,5.0,0.5099999999999999
79,0.6956521739130435,0.2391304347826087,0.06521739130434782,0.0,-6.0,0.0
80,0.08331197128941298,-0.03383747756985389,-0.04947449371955909,0.20999999999999996,-24.0,0.45
81,-0.09142857142857147,-0.06190476190476191,0.15333333333333332,-0.3400000000000001,-31.0,-1.3399999999999999
82,-0.15501294857565667,0.10617832038475766,0.04883462819089901,-0.3600000000000001,-11.0,-0.42
83,0.00439560439560438,-0.10476190476190475,0.10036630036630037,-0.08999999999999986,17.0,0.37
84,-0.021164021164021163,0.21164021164021163,-0.19047619047619047,0.1499999999999999,-17.0,0.06000000000000005
85,0.04931972789115646,-0.056122448979591844,0.006802721088435382,0.09000000000000008,-40.0,0.43000000000000005
86,-0.13436293436293445,0.010810810810810811,0.12355212355212353,-0.40000000000000013,28.0,-0.83
87,0.19549180327868854,-0.11106557377049184,-0.08442622950819671,0.48,-6.0,0.44999999999999996
88,-0.08373205741626788,0.1562998405103668,-0.07256778309409889,-0.0900000000000003,-9.0,0.33999999999999986
89,-0.09761321909424725,0.05844553243574052,0.03916768665850673,-0.24,-10.0,-0.23999999999999994
90,0.09090909090909094,0.1818181818181818,-0.2727272727272727,0.4500000000000002,-20.0,0.72
91,-0.08152173913043476,-0.052536231884057955,0.1340579710144928,-0.2999999999999998,45.0,-0.26
92,-0.07950191570881227,0.03975095785440613,0.03975095785440613,-0.19999999999999996,16.0,-0.5
93,0.13131313131313138,-0.09595959595959597,-0.03535353535353536,0.2999999999999998,21.0,0.8099999999999999
94,0.17565217391304344,-0.060869565217391286,-0.11478260869565217,0.47,-40.0,-0.25
95,0.42857142857142855,0.23809523809523808,0.3333333333333333,0.0,3.0,0.0
96,0.008381351492928235,-0.028287061288632787,0.01990570979570455,0.0,-18.0,0.53
97,-0.0023640661938534313,-0.05023640661938539,0.05260047281323876,-0.06000000000000005,-13.0,-0.17000000000000004
98,-0.004312668463611891,0.0210242587601078,-0.016711590296495965,0.010000000000000009,1.0,0.67
99,-0.1463046757164404,-0.019607843137254888,0.16591251885369535,-0.45999999999999996,5.0,-0.72
100,-0.0035714285714285587,0.010714285714285676,-0.007142857142857145,0.0,7.0,-0.39
101,0.3538251366120218,-0.08606557377049182,-0.26775956284153,0.98,-8.0,1.42
102,0.09610983981693372,0.10755148741418763,-0.20366132723112126,0.3999999999999999,-11.0,0.8299999999999998
103,-0.26136363636363635,-0.0037878787878787845,0.26515151515151514,-0.79,47.0,-0.75
104,0.25120772946859904,-0.03864734299516909,-0.21256038647342995,0.72,-2.0,0.83
105,0.5757575757575758,0.18181818181818182,0.24242424242424243,0.0,17.0,0.0
106,-0.012698412698412764,-0.07698412698412702,0.08968253968253967,-0.10999999999999988,3.0,0.20999999999999996
107,0.014729950900163713,-0.07801418439716312,0.06328423349699946,-0.040000000000000036,1.0,-0.010000000000000009
108,0.018796992481202923,-0.08270676691729323,0.06390977443609022,-0.029999999999999805,-4.0,-0.21999999999999986
109,0.13412816691505214,-0.04818678589170394,-0.08594138102334824,0.3599999999999999,-26.0,0.96
110,0.022566086395873652,-0.07350096711798837,0.05093488072211477,0.0,19.0,0.47999999999999987
111,0.14009661835748788,-0.06642512077294688,-0.07367149758454107,0.3600000000000001,-17.0,0.32999999999999985
112,0.1947342275211127,-0.01788375558867364,-0.17685047193243913,0.5700000000000001,-24.0,0.3600000000000001
113,-0.0029239766081871066,0.06286549707602335,-0.05994152046783627,0.05999999999999983,-1.0,0.04999999999999982
114,0.02020202020202022,-0.12373737373737376,0.10353535353535354,-0.06000000000000005,6.0,0.30999999999999983
115,0.21786022433132002,-0.20448662640207074,-0.013373597929249345,0.4500000000000002,-17.0,0.6200000000000001
116,0.25241675617615467,-0.1643394199785177,-0.08807733619763694,0.5900000000000003,-41.0,0.74
117,-0.08780487804878045,-0.0016260162601626216,0.08943089430894308,-0.26,4.0,-0.45999999999999996
118,0.006591957811469928,-0.07382992748846406,0.06723796967699408,-0.050000000000000044,-2.0,0.050000000000000044
119,-0.10474631751227503,0.046099290780141855,0.05864702673213312,-0.2699999999999998,-23.0,-0.17000000000000004
120,0.027485380116959113,-0.0035087719298245723,-0.023976608187134513,0.08000000000000007,-24.0,0.16999999999999993
121,-0.06323185011709603,0.007025761124121788,0.05620608899297422,-0.17999999999999994,-19.0,-0.19999999999999998
122,-0.07500000000000001,0.016666666666666663,0.05833333333333335,-0.20999999999999996,-7.0,0.050000000000000044
123,0.21590909090909088,-0.18863636363636366,-0.027272727272727254,0.45999999999999974,-17.0,1.3
124,0.18650793650793646,-0.11507936507936511,-0.07142857142857145,0.43999999999999995,-20.0,1.08
125,0.1463046757164404,0.02714932126696834,-0.17345399698340877,0.47,-30.0,0.6299999999999999
126,-0.13157894736842107,0.2522464698331194,-0.12066752246469833,-0.1499999999999999,14.0,-0.16999999999999998
127,-0.48214285714285715,0.1964285714285714,0.2857142857142857,-1.25,21.0,-1.6800000000000002
128,0.036538461538461575,-0.011538461538461553,-0.025000000000000022,0.08999999999999986,9.0,0.14
129,-0.04542124542124537,0.06813186813186817,-0.022710622710622685,-0.06000000000000005,2.0,0.040000000000000036
130,0.013684210526315743,-0.056842105263157916,0.04315789473684209,-0.020000000000000018,-3.0,-0.31999999999999995
131,-0.1581920903954802,0.00605326876513318,0.15213882163034706,-0.45999999999999996,8.0,-1.05
132,-0.05692926969522716,-0.030477285796434744,0.08740655549166187,-0.20999999999999996,-4.0,-0.14
133,0.06675224646983313,-0.10012836970474964,0.033376123234916566,0.10000000000000009,-22.0,0.05999999999999994
134,-0.054409005628517804,0.15040650406504066,-0.09599749843652283,-0.009999999999999787,-17.0,-0.08000000000000007
135,0.273469387755102,-0.06258503401360543,-0.21088435374149658,0.7500000000000002,-23.0,1.1400000000000001
136,-0.07777777777777772,0.06666666666666665,0.0111111111111111,-0.16999999999999993,-8.0,-0.050000000000000044
137,0.18026315789473685,-0.08684210526315789,-0.09342105263157896,0.45999999999999996,-9.0,0.16999999999999993
138,0.19642857142857145,-0.11071428571428571,-0.08571428571428569,0.47999999999999976,-10.0,1.3900000000000001
139,0.08271236959761546,-0.08494783904619974,0.0022354694485842153,0.15999999999999992,12.0,0.10999999999999999
140,0.6031746031746031,-0.23809523809523808,-0.36507936507936506,1.57,-48.0,2.37
141,0.1700404858299595,-0.16531713900134953,-0.004723346828609976,0.34999999999999987,-15.0,0.3499999999999999
142,0.06547619047619047,-0.07341269841269843,0.007936507936507908,0.11999999999999988,7.0,0.39
143,-0.012145748987854199,0.025303643724696345,-0.01315789473684209,-0.010000000000000009,4.0,0.20999999999999996
144,0.10784313725490197,-0.059780009564801506,-0.04806312769010046,0.27,-29.0,0.45
145,-0.07770534550195562,0.1335071707953064,-0.055801825293350704,-0.10000000000000009,27.0,-0.21999999999999997
146,0.19047619047619047,-0.07142857142857142,-0.11904761904761904,0.5,-33.0,1.31
147,0.03500000000000003,0.020000000000000018,-0.05500000000000002,0.11999999999999988,8.0,0.25
148,-0.18566450970632153,0.06421105027376806,0.1214534594325535,-0.4900000000000002,19.0,-0.68
149,0.021052631578947323,0.10175438596491226,-0.12280701754385964,0.15999999999999992,18.0,0.4
150,0.047817047817047875,-0.0765765765765766,0.028759528759528752,0.05999999999999983,19.0,0.030000000000000027
151,0.05033731188375723,0.10430721328489881,-0.15464452516865596,0.26,6.0,0.08999999999999997
152,-0.10526315789473684,0.07017543859649122,0.03508771929824561,-0.25,16.0,-0.21999999999999997
153,0.15277777777777773,-0.08333333333333331,-0.06944444444444445,0.3799999999999999,15.0,0.0
154,-0.01948051948051943,0.07792207792207795,-0.05844155844155843,0.020000000000000018,7.0,0.09
155,-0.13319672131147542,0.10368852459016392,0.02950819672131147,-0.2999999999999998,29.0,-1.19
156,-0.12103174603174599,0.041666666666666685,0.07936507936507936,-0.32000000000000006,27.0,-0.69
157,0.4166666666666667,-0.12301587301587297,-0.2936507936507936,1.1300000000000001,-28.0,1.29
158,0.023735810113519107,-0.19246646026831787,0.1687306501547988,-0.1200000000000001,15.0,-0.28
159,-0.038461538461538436,-0.08692933083176985,0.1253908692933083,-0.19999999999999996,1.0,-0.17999999999999994
160,-0.001538461538461544,0.03153846153846157,-0.03,0.030000000000000027,-1.0,0.10999999999999999
161,0.23589743589743584,-0.1395604395604396,-0.09633699633699636,0.56,-35.0,1.27
162,-0.032284100080710254,0.06537530266343825,-0.03309120258272802,-0.040000000000000036,25.0,-0.26
163,-0.048684210526315774,0.0368421052631579,0.011842105263157932,-0.09999999999999987,-5.0,0.06999999999999995
164,0.06280487804878049,-0.0817073170731707,0.018902439024390233,0.10999999999999988,8.0,-0.19000000000000006
165,0.08206686930091184,-0.07294832826747719,-0.009118541033434624,0.16999999999999993,-7.0,0.73
166,0.057432432432432456,-0.06824324324324327,0.010810810810810811,0.09999999999999987,-7.0,0.52
167,0.07894736842105265,-0.03508771929824561,-0.043859649122807015,0.20000000000000018,-23.0,0.19999999999999996
168,0.17817460317460315,-0.10952380952380952,-0.06865079365079368,0.41999999999999993,-21.0,0.87
169,-0.008474576271186418,-0.02521703183133525,0.0336916081025217,-0.050000000000000044,-6.0,-0.25
170,0.04487179487179488,-0.017094017094017144,-0.02777777777777779,0.10999999999999988,10.0,0.35
171,-0.10769230769230764,0.07179487179487182,0.03589743589743591,-0.25,34.0,-0.1499999999999999
172,-0.17817460317460315,0.1595238095238095,0.018650793650793668,-0.3799999999999999,10.0,-0.6599999999999999
173,0.0021637216011539673,-0.007573025604038941,0.005409304002884974,-0.010000000000000009,-2.0,0.13
174,0.00438596491228066,0.06286549707602335,-0.06725146198830412,0.06999999999999984,20.0,0.17000000000000004
175,0.1942307692307692,-0.17884615384615388,-0.015384615384615385,0.3999999999999999,-32.0,1.01
176,0.07986906710310959,-0.14108019639934535,0.06121112929623568,0.09000000000000008,-29.0,0.35
177,0.18650793650793646,-0.11507936507936511,-0.07142857142857145,0.43999999999999995,-20.0,1.08
178,0.014102564102564108,0.048290598290598286,-0.062393162393162394,0.08999999999999986,18.0,0.18000000000000005
179,-0.09253630530226276,0.022289766970618047,0.07024653833164474,-0.26,9.0,-0.5499999999999999
180,0.05646258503401358,0.08197278911564629,-0.1384353741496599,0.25,-7.0,0.45999999999999996
181,0.2678431372549019,-0.10274509803921567,-0.16509803921568628,0.7,-10.0,1.2
182,0.24722222222222223,-0.15555555555555556,-0.09166666666666667,0.5900000000000001,-23.0,0.75
183,0.039215686274509776,-0.18627450980392155,0.14705882352941174,-0.06999999999999984,31.0,-0.84
184,0.0117647058823529,0.023529411764705882,-0.03529411764705881,0.06000000000000005,-23.0,-0.07999999999999996
185,-0.5909090909090909,-0.25,-0.1590909090909091,0.0,41.0,0.0
186,-0.07660256410256416,0.04326923076923078,0.033333333333333354,-0.18000000000000016,-19.0,-0.24
187,-0.16818181818181815,0.051515151515151514,0.11666666666666667,-0.45999999999999974,50.0,-1.0599999999999998
188,0.09038662486938354,-0.07419017763845351,-0.016196447230929972,0.19999999999999996,24.0,0.81
189,-0.10426356589147279,0.10038759689922482,0.003875968992248041,-0.20999999999999996,3.0,-0.52
190,0.2392900856793146,-0.01346389228886169,-0.2258261933904529,0.7099999999999997,-35.0,0.51
191,-0.0009775171065493637,0.10654936461388073,-0.1055718475073314,0.09999999999999987,-32.0,0.79
192,0.20772946859903385,-0.02294685990338169,-0.18478260869565216,0.6000000000000003,-27.0,1.1500000000000001
193,0.01564482029598302,0.006765327695560264,-0.02241014799154334,0.04999999999999982,-22.0,0.5299999999999999
194,0.3095238095238096,-0.10714285714285715,-0.20238095238095238,0.8200000000000003,-40.0,1.31
195,0.04753989361702127,-0.0046542553191489255,-0.04288563829787234,0.14000000000000012,-13.0,-0.18000000000000005
196,-0.11804721888755498,0.12805122048819528,-0.010004001600640244,-0.22999999999999998,-10.0,-0.30999999999999994
197,-0.09333333333333332,0.05666666666666667,0.036666666666666625,-0.21999999999999997,13.0,-0.43000000000000005
198,0.15441176470588236,0.05294117647058824,-0.20735294117647057,0.52,-37.0,0.6599999999999999
199,0.0535947712418301,-0.022222222222222254,-0.03137254901960784,0.1399999999999999,-17.0,0.9299999999999999
200,0.6,0.2,0.2,0.0,-35.0,0.0
201,0.002673796791443861,0.07352941176470587,-0.07620320855614973,0.08000000000000007,-29.0,0.39
202,0.13741258741258738,-0.0874125874125874,-0.04999999999999999,0.32999999999999985,-53.0,0.7999999999999998
203,-0.04583333333333339,0.07916666666666666,-0.033333333333333326,-0.050000000000000266,-16.0,0.020000000000000018
204,0.37882496940024474,-0.19951040391676866,-0.17931456548347613,0.9399999999999997,-46.0,1.2999999999999998
205,-0.03527131782945736,0.08565891472868215,-0.0503875968992248,-0.020000000000000018,8.0,-0.2699999999999999
206,0.01867512332628607,-0.09020436927413669,0.0715292459478506,-0.040000000000000036,-5.0,0.039999999999999925
207,-0.09341692789968659,0.17115987460815046,-0.07774294670846396,-0.1100000000000001,-41.0,-0.32000000000000006
208,0.16830294530154277,0.02454417952314164,-0.1928471248246844,0.5300000000000002,-21.0,0.6000000000000001
209,0.04040404040404044,-0.15404040404040406,0.11363636363636365,-0.029999999999999805,26.0,-0.24
210,0.15104166666666669,-0.13541666666666669,-0.015625,0.31000000000000005,-11.0,0.63
211,0.11094224924012164,0.03292806484295846,-0.14387031408308004,0.3700000000000001,-16.0,0.86
212,-0.1497959183673469,-0.025306122448979618,0.17510204081632652,-0.47,20.0,-0.89
213,-0.17450980392156856,0.046078431372548995,0.12843137254901965,-0.48,-3.0,-0.7699999999999999
214,-0.19362745098039214,0.1333333333333333,0.06029411764705883,-0.4500000000000002,6.0,0.18000000000000005
215,-0.09281045751633987,0.2084967320261438,-0.1156862745098039,-0.07000000000000006,-14.0,-0.09
216,0.21401515151515155,-0.13068181818181818,-0.08333333333333334,0.51,-34.0,1.0399999999999998
217,0.03076923076923077,0.03589743589743588,-0.06666666666666668,0.1299999999999999,3.0,0.26
218,-0.009090909090909038,0.04999999999999999,-0.04090909090909092,0.020000000000000018,-6.0,0.47
219,0.5882352941176471,0.17647058823529413,0.23529411764705882,0.0,-12.0,0.0
220,0.13953488372093015,-0.18604651162790697,0.04651162790697676,0.22999999999999998,-11.0,0.7899999999999999
221,-0.27456140350877195,0.09912280701754383,0.1754385964912281,-0.7299999999999998,43.0,-0.7799999999999999
222,0.00303030303030305,-0.09696969696969696,0.09393939393939393,-0.08999999999999986,17.0,-0.49
223,-0.1090617481956696,0.1643945469125902,-0.05533279871692062,-0.15999999999999992,-19.0,-0.85
224,-0.19858156028368795,0.1400709219858156,0.05851063829787234,-0.4500000000000002,24.0,-0.44999999999999996
225,-0.1584821428571429,-0.028273809523809534,0.18675595238095238,-0.5100000000000002,29.0,-0.6799999999999999
226,-0.1673254281949934,-0.13109354413702237,0.2984189723320158,-0.6300000000000001,53.0,-1.3900000000000001
227,-0.03942652329749108,0.04749103942652333,-0.008064516129032251,-0.07000000000000006,6.0,-0.55
228,0.05842336934773906,-0.0680272108843537,0.009603841536614643,0.10000000000000009,3.0,-0.37
229,0.03076923076923077,-0.03076923076923077,0.0,0.06000000000000005,5.0,-0.33999999999999986
230,0.285,-0.03999999999999998,-0.245,0.8200000000000001,-29.0,1.08
231,0.009090909090909038,0.016666666666666663,-0.025757575757575757,0.04999999999999982,4.0,0.1299999999999999
232,-0.039294306335204476,0.1643945469125902,-0.12510024057738572,0.04999999999999982,-29.0,-0.64
233,0.1111111111111111,-0.1111111111111111,0.0,0.21999999999999997,-10.0,0.24999999999999997
234,0.18516746411483248,-0.006698564593301426,-0.1784688995215311,0.5499999999999998,-47.0,0.83
235,-0.009316770186335366,0.026915113871635643,-0.017598343685300208,0.0,-3.0,-0.09000000000000008
236,-0.11020408163265305,0.0653061224489796,0.04489795918367345,-0.27,10.0,-0.17000000000000004
237,0.24806201550387602,-0.11434108527131787,-0.13372093023255816,0.6299999999999999,-32.0,0.71
238,0.025000000000000022,-0.06666666666666665,0.04166666666666666,0.010000000000000231,3.0,-0.58
239,-0.12490118577075104,0.02648221343873519,0.09841897233201581,-0.3500000000000003,-7.0,-0.3700000000000001
240,-0.09159943046986241,-0.03701945894636921,0.12861888941623162,-0.31999999999999984,6.0,-0.25
241,-0.05217391304347829,-0.01594202898550723,0.06811594202898551,-0.17000000000000037,-1.0,-0.17000000000000015
242,-0.11020408163265305,-0.0013605442176870541,0.11156462585034013,-0.33999999999999986,12.0,-0.7699999999999999
243,-0.07077856420626893,0.019716885743174928,0.051061678463094035,-0.1900000000000004,5.0,-0.6900000000000001
244,-0.16179969716634224,0.10880380705169804,0.05299589011464417,-0.3699999999999999,66.0,-0.6
245,-0.1233569261880687,0.08493427704752274,0.03842264914054602,-0.28,7.0,-0.10999999999999999
246,-0.009433962264150941,0.14914645103324348,-0.13971248876909256,0.1200000000000001,34.0,0.37
247,0.04421768707482987,-0.09863945578231295,0.054421768707483,0.040000000000000036,-14.0,0.04999999999999993
248,0.05787515502273666,0.04464654816039684,-0.1025217031831335,0.21999999999999975,-6.0,0.87
249,0.08803088803088804,0.01776061776061777,-0.10579150579150576,0.28,5.0,-0.17
250,0.0029761904761904656,0.05059523809523808,-0.0535714285714286,0.06000000000000005,-17.0,0.38
251,0.169223156853043,-0.10885700148441366,-0.06036615536862941,0.3999999999999999,-14.0,1.0299999999999998
252,0.2123745819397993,-0.06465997770345597,-0.14771460423634336,0.5700000000000003,-32.0,0.6799999999999999
253,0.012499999999999956,0.040624999999999994,-0.053125000000000006,0.07000000000000006,26.0,0.20000000000000007
254,0.19290780141843972,0.012293144208037787,-0.20520094562647753,0.5899999999999999,-26.0,0.65
255,-0.08130081300813008,0.06852497096399535,0.012775842044134678,-0.18000000000000016,44.0,-0.89
256,0.02075098814229248,-0.03458498023715417,0.013833992094861663,0.029999999999999805,24.0,0.30999999999999994
257,0.3034188034188034,-0.14031339031339032,-0.1631054131054131,0.77,-104.0,0.4800000000000001
258,0.0977854472246189,-0.09462180040264595,-0.003163646821972954,0.19999999999999996,20.0,0.6399999999999999
259,0.369453044375645,-0.07946336429308565,-0.2899896800825593,1.0299999999999998,-22.0,1.2400000000000002
260,-0.023950017355085063,-0.04859423811176672,0.07254425546685178,-0.11999999999999988,67.0,-0.28
261,0.10127069695802848,-0.17635733538698498,0.07508663842895649,0.1299999999999999,-40.0,-0.06000000000000005
262,-0.04761904761904767,-0.07142857142857145,0.11904761904761907,-0.20999999999999996,-8.0,-0.26
263,-0.01449275362318847,0.07246376811594202,-0.05797101449275363,0.030000000000000027,-8.0,-0.20999999999999996
264,0.15704154002026338,-0.06788247213779128,-0.08915906788247213,0.3999999999999999,-9.0,0.7999999999999999
265,-0.20484261501210654,0.06973365617433414,0.1351089588377724,-0.54,11.0,-0.44999999999999996
266,0.17468688200395516,-0.04284772577455506,-0.13183915622940015,0.47999999999999976,-22.0,1.49
267,0.11141304347826086,-0.04823369565217392,-0.06317934782608696,0.29000000000000026,-41.0,0.16999999999999993
268,0.009205426356589164,-0.09156976744186046,0.08236434108527133,-0.06000000000000005,12.0,-0.15000000000000002
269,0.08846153846153848,-0.05705128205128204,-0.03141025641025638,0.20999999999999996,-17.0,0.30999999999999994
270,0.07420861442656979,-0.15464452516865596,0.08043591074208617,0.07000000000000006,3.0,0.45999999999999996
271,0.2,0.0984126984126984,-0.29841269841269835,0.7,-73.0,1.08
272,0.1488294314381271,-0.04933110367892976,-0.09949832775919733,0.40000000000000013,-26.0,0.20000000000000018
273,0.1338383838383838,-0.05639730639730639,-0.07744107744107742,0.3400000000000001,-102.0,-0.030000000000000027
274,0.03508771929824567,0.03508771929824561,-0.07017543859649122,0.1399999999999999,-6.0,-0.19
275,0.23657987785278045,-0.01992928318868531,-0.21665059466409514,0.69,-36.0,0.7900000000000001
