,index,date,home_team,away_team,home_score,away_score
333,16338,1988-10-12,Spain,Argentina,1.0,1.0
334,16339,1988-10-12,Sweden,Portugal,0.0,0.0
335,16341,1988-10-12,Uruguay,Paraguay,2.0,0.0
336,16350,1988-10-18,Luxembourg,Czechoslovakia,0.0,2.0
337,16351,1988-10-19,Belgium,Switzerland,1.0,0.0
338,16352,1988-10-19,Bulgaria,Romania,1.0,3.0
339,16353,1988-10-19,England,Sweden,0.0,0.0
340,16355,1988-10-19,Germany,Netherlands,0.0,0.0
341,16358,1988-10-19,Republic of Ireland,Tunisia,4.0,0.0
342,16359,1988-10-19,Italy,Norway,2.0,1.0
343,16361,1988-10-19,Russia,Austria,2.0,0.0
344,16362,1988-10-19,Scotland,Yugoslavia,1.0,1.0
345,16373,1988-10-26,Japan,South Korea,0.0,1.0
346,16378,1988-11-01,Chile,Uruguay,1.0,1.0
347,16379,1988-11-02,Austria,Turkey,3.0,2.0
348,16382,1988-11-02,Romania,Greece,3.0,0.0
349,16384,1988-11-04,Czechoslovakia,Norway,3.0,2.0
350,16385,1988-11-05,Albania,Sweden,1.0,2.0
351,16394,1988-11-09,Uruguay,Chile,3.0,1.0
352,16408,1988-11-14,Saudi Arabia,Egypt,0.0,0.0
353,16410,1988-11-16,Czechoslovakia,Belgium,0.0,0.0
354,16411,1988-11-16,Italy,Netherlands,1.0,0.0
355,16412,1988-11-16,Kuwait,Egypt,2.0,2.0
356,16414,1988-11-16,Saudi Arabia,England,1.0,1.0
357,16415,1988-11-16,Spain,Republic of Ireland,2.0,0.0
358,16419,1988-11-17,United Arab Emirates,Jordan,2.0,1.0
359,16425,1988-11-19,Yugoslavia,France,3.0,2.0
360,16426,1988-11-20,United Arab Emirates,Jordan,3.0,2.0
361,16431,1988-11-23,Romania,Israel,3.0,0.0
362,16432,1988-11-24,United Arab Emirates,Algeria,1.0,1.0
363,16439,1988-11-30,Cameroon,Gabon,0.0,0.0
364,16442,1988-12-02,Cameroon,Equatorial Guinea,2.0,1.0
365,16448,1988-12-03,United Arab Emirates,South Korea,0.0,1.0
366,16453,1988-12-05,Qatar,United Arab Emirates,2.0,1.0
367,16456,1988-12-06,Cameroon,Congo,2.0,0.0
368,16458,1988-12-06,South Korea,Japan,2.0,0.0
369,16459,1988-12-06,Morocco,Egypt,0.0,0.0
370,16460,1988-12-08,Cameroon,Gabon,0.0,1.0
371,16462,1988-12-08,Iran,United Arab Emirates,1.0,0.0
372,16466,1988-12-09,Qatar,South Korea,2.0,3.0
373,16471,1988-12-10,United Arab Emirates,Japan,1.0,0.0
374,16473,1988-12-11,South Korea,Iran,3.0,0.0
375,16475,1988-12-11,Yugoslavia,Cyprus,4.0,0.0
376,16480,1988-12-14,Egypt,Switzerland,1.0,3.0
377,16481,1988-12-14,South Korea,China,2.0,1.0
378,16482,1988-12-14,Uruguay,Peru,3.0,0.0
379,16488,1988-12-18,South Korea,Saudi Arabia,0.0,0.0
380,16490,1988-12-20,Zambia,Egypt,1.0,2.0
381,16491,1988-12-21,Spain,Northern Ireland,4.0,0.0
382,16492,1988-12-22,Italy,Scotland,2.0,0.0
383,16495,1989-01-04,Israel,Netherlands,0.0,2.0
384,16497,1989-01-06,Egypt,Liberia,2.0,0.0
385,16503,1989-01-08,Cameroon,Angola,1.0,1.0
386,16507,1989-01-11,Egypt,Finland,2.0,1.0
387,16509,1989-01-13,Egypt,Finland,2.0,1.0
388,16511,1989-01-13,Kuwait,United Arab Emirates,3.0,2.0
389,16517,1989-01-20,United Arab Emirates,Pakistan,5.0,0.0
390,16518,1989-01-21,Malawi,Egypt,1.0,1.0
391,16520,1989-01-22,Gabon,Cameroon,1.0,3.0
392,16522,1989-01-22,Malta,Spain,0.0,2.0
393,16537,1989-02-03,Colombia,Peru,1.0,0.0
394,16541,1989-02-03,United Arab Emirates,Kuwait,1.0,0.0
395,16543,1989-02-05,Colombia,Chile,1.0,0.0
396,16544,1989-02-07,Republic of Ireland,France,0.0,0.0
397,16545,1989-02-07,Costa Rica,Poland,2.0,4.0
398,16547,1989-02-08,Cyprus,Scotland,2.0,3.0
399,16548,1989-02-08,Greece,England,1.0,2.0
400,16551,1989-02-08,Northern Ireland,Spain,0.0,2.0
401,16557,1989-02-10,Pakistan,United Arab Emirates,1.0,4.0
402,16562,1989-02-13,Egypt,German DR,0.0,4.0
403,16564,1989-02-15,Portugal,Belgium,1.0,1.0
404,16567,1989-02-21,Costa Rica,El Salvador,1.0,1.0
405,16570,1989-02-22,Italy,Denmark,1.0,0.0
406,16572,1989-02-23,Costa Rica,Guatemala,2.0,3.0
407,16580,1989-03-08,Albania,England,0.0,2.0
408,16583,1989-03-08,Hungary,Republic of Ireland,0.0,0.0
409,16584,1989-03-08,Scotland,France,2.0,0.0
410,16585,1989-03-09,Colombia,Argentina,1.0,0.0
411,16589,1989-03-15,Brazil,Ecuador,1.0,0.0
412,16592,1989-03-15,Tunisia,Egypt,0.0,0.0
413,16596,1989-03-19,Guatemala,Costa Rica,1.0,0.0
414,16603,1989-03-22,Netherlands,Russia,2.0,0.0
415,16605,1989-03-23,Spain,Malta,4.0,0.0
416,16606,1989-03-25,Austria,Italy,0.0,1.0
417,16616,1989-03-29,Romania,Italy,1.0,0.0
418,16622,1989-04-02,Costa Rica,Guatemala,2.0,1.0
419,16628,1989-04-05,Greece,Yugoslavia,1.0,4.0
420,16632,1989-04-09,Ethiopia,Egypt,1.0,0.0
421,16638,1989-04-11,Austria,Czechoslovakia,1.0,2.0
422,16640,1989-04-12,Brazil,Paraguay,2.0,0.0
423,16644,1989-04-12,Poland,Romania,2.0,1.0
424,16646,1989-04-13,Ecuador,Argentina,2.0,2.0
425,16651,1989-04-16,Costa Rica,United States,1.0,0.0
426,16656,1989-04-20,Chile,Argentina,1.0,1.0
427,16657,1989-04-21,Egypt,Ethiopia,6.0,1.0
428,16658,1989-04-22,Italy,Uruguay,1.0,1.0
429,16672,1989-04-26,England,Albania,5.0,0.0
430,16673,1989-04-26,Greece,Romania,0.0,0.0
431,16674,1989-04-26,Republic of Ireland,Spain,1.0,0.0
432,16675,1989-04-26,Italy,Hungary,4.0,0.0
433,16677,1989-04-26,Netherlands,Germany,1.0,1.0
434,16680,1989-04-26,Scotland,Cyprus,2.0,1.0
435,16681,1989-04-26,Wales,Sweden,0.0,2.0
436,16682,1989-04-29,Belgium,Czechoslovakia,2.0,1.0
437,16683,1989-04-29,France,Yugoslavia,0.0,0.0
438,16684,1989-04-30,United States,Costa Rica,1.0,0.0
439,16688,1989-05-03,Uruguay,Ecuador,3.0,1.0
440,16691,1989-05-05,South Korea,Japan,1.0,0.0
441,16697,1989-05-07,Sweden,Poland,2.0,1.0
442,16698,1989-05-09,Czechoslovakia,Luxembourg,4.0,0.0
443,16699,1989-05-10,Brazil,Peru,4.0,1.0
444,16707,1989-05-13,United States,Trinidad and Tobago,1.0,1.0
445,16711,1989-05-17,Romania,Bulgaria,1.0,0.0
446,16713,1989-05-20,German DR,Austria,1.0,1.0
447,16722,1989-05-23,Ecuador,Uruguay,1.0,1.0
448,16723,1989-05-23,England,Chile,0.0,0.0
449,16724,1989-05-23,South Korea,Singapore,3.0,0.0
450,16728,1989-05-24,Peru,Brazil,1.0,1.0
451,16730,1989-05-25,South Korea,Nepal,9.0,0.0
452,16735,1989-05-27,Belgium,Yugoslavia,1.0,0.0
453,16738,1989-05-27,South Korea,Malaysia,3.0,0.0
