,date,home_team,away_team,home_score,away_score
143,2023-06-19,England,North Macedonia,7.0,0.0
144,2023-06-19,Turkey,Wales,2.0,0.0
145,2023-06-19,Switzerland,Romania,2.0,2.0
146,2023-06-20,Algeria,Tunisia,1.0,1.0
147,2023-06-20,Brazil,Senegal,2.0,4.0
148,2023-06-20,Ecuador,Costa Rica,3.0,1.0
149,2023-06-20,Germany,Colombia,0.0,2.0
150,2023-06-20,Haiti,Trinidad and Tobago,0.0,0.0
151,2023-06-20,Japan,Peru,4.0,1.0
152,2023-06-20,South Korea,El Salvador,1.0,1.0
153,2023-06-20,Montenegro,Czech Republic,1.0,4.0
154,2023-06-20,Uruguay,Cuba,2.0,0.0
155,2023-06-20,Scotland,Georgia,2.0,0.0
156,2023-06-20,Norway,Cyprus,3.0,1.0
157,2023-06-20,Austria,Sweden,2.0,0.0
158,2023-06-20,Estonia,Belgium,0.0,3.0
159,2023-06-20,Iceland,Portugal,0.0,1.0
160,2023-06-20,Bosnia and Herzegovina,Luxembourg,0.0,2.0
161,2023-06-20,Uzbekistan,Iran,0.0,1.0
162,2023-06-24,United States,Jamaica,1.0,1.0
163,2023-06-25,Haiti,Qatar,2.0,1.0
164,2023-06-25,Mexico,Honduras,4.0,0.0
165,2023-06-26,Costa Rica,Panama,1.0,2.0
166,2023-06-27,Canada,Guadeloupe,2.0,2.0
167,2023-06-28,United States,Saint Kitts and Nevis,6.0,0.0
168,2023-06-29,Qatar,Honduras,1.0,1.0
169,2023-06-29,Haiti,Mexico,1.0,3.0
170,2023-06-30,Martinique,Panama,1.0,2.0
171,2023-07-01,Guatemala,Canada,0.0,0.0
172,2023-07-02,United States,Trinidad and Tobago,6.0,0.0
173,2023-07-02,Honduras,Haiti,2.0,1.0
174,2023-07-02,Mexico,Qatar,0.0,1.0
175,2023-07-04,Panama,El Salvador,2.0,2.0
176,2023-07-04,Canada,Cuba,4.0,2.0
177,2023-07-05,South Africa,Namibia,1.0,1.0
178,2023-07-08,Panama,Qatar,4.0,0.0
179,2023-07-08,Mexico,Costa Rica,2.0,0.0
180,2023-07-08,South Africa,Botswana,2.0,1.0
181,2023-07-09,United States,Canada,2.0,2.0
182,2023-07-11,South Africa,Eswatini,2.0,1.0
183,2023-07-12,United States,Panama,1.0,1.0
184,2023-07-12,Jamaica,Mexico,0.0,3.0
185,2023-07-14,South Africa,Zambia,1.0,2.0
186,2023-07-16,Mexico,Panama,1.0,0.0
187,2023-07-16,South Africa,Malawi,0.0,0.0
188,2023-08-27,Bolivia,Panama,1.0,2.0
189,2023-09-07,Panama,Martinique,3.0,0.0
190,2023-09-07,Colombia,Venezuela,1.0,0.0
191,2023-09-07,Paraguay,Peru,0.0,0.0
192,2023-09-07,Argentina,Ecuador,1.0,0.0
193,2023-09-07,Austria,Moldova,1.0,1.0
194,2023-09-07,Bulgaria,Iran,0.0,1.0
195,2023-09-07,Norway,Jordan,6.0,0.0
196,2023-09-07,Qatar,Kenya,1.0,2.0
197,2023-09-07,Wales,South Korea,0.0,0.0
198,2023-09-07,Ghana,Central African Republic,2.0,1.0
199,2023-09-07,Algeria,Tanzania,0.0,0.0
200,2023-09-07,Tunisia,Botswana,3.0,0.0
201,2023-09-07,France,Republic of Ireland,2.0,0.0
202,2023-09-07,Netherlands,Greece,3.0,0.0
203,2023-09-07,Czech Republic,Albania,1.0,1.0
204,2023-09-07,Iraq,India,2.0,2.0
205,2023-09-08,Haiti,Cuba,0.0,0.0
206,2023-09-08,Uruguay,Chile,3.0,1.0
207,2023-09-08,Brazil,Bolivia,5.0,1.0
208,2023-09-08,Costa Rica,Saudi Arabia,3.0,1.0
209,2023-09-08,Egypt,Ethiopia,1.0,0.0
210,2023-09-08,Georgia,Spain,1.0,7.0
211,2023-09-08,Cyprus,Scotland,0.0,3.0
212,2023-09-08,Croatia,Latvia,5.0,0.0
213,2023-09-08,Turkey,Armenia,1.0,1.0
214,2023-09-08,Bosnia and Herzegovina,Liechtenstein,2.0,1.0
215,2023-09-08,Slovakia,Portugal,0.0,1.0
216,2023-09-09,Germany,Japan,1.0,4.0
217,2023-09-09,Mexico,Australia,2.0,2.0
218,2023-09-09,South Africa,Namibia,0.0,0.0
219,2023-09-09,United States,Uzbekistan,3.0,0.0
220,2023-09-09,Ivory Coast,Lesotho,1.0,0.0
221,2023-09-09,DR Congo,Sudan,2.0,0.0
222,2023-09-09,Rwanda,Senegal,1.0,1.0
223,2023-09-09,Ukraine,England,1.0,1.0
224,2023-09-09,Azerbaijan,Belgium,0.0,1.0
225,2023-09-09,Estonia,Sweden,0.0,5.0
226,2023-09-09,Kosovo,Switzerland,2.0,2.0
227,2023-09-10,Guatemala,Panama,1.0,1.0
228,2023-09-10,Hungary,Czech Republic,1.0,1.0
229,2023-09-10,Togo,Cape Verde,3.0,2.0
230,2023-09-10,Republic of Ireland,Netherlands,1.0,2.0
231,2023-09-10,Thailand,Iraq,2.0,2.0
232,2023-09-11,Armenia,Croatia,0.0,1.0
233,2023-09-11,Iceland,Bosnia and Herzegovina,1.0,0.0
234,2023-09-11,Portugal,Luxembourg,9.0,0.0
235,2023-09-12,Jamaica,Haiti,2.0,2.0
236,2023-09-12,Bolivia,Argentina,0.0,3.0
237,2023-09-12,Ecuador,Uruguay,2.0,1.0
238,2023-09-12,Venezuela,Paraguay,1.0,0.0
239,2023-09-12,Peru,Brazil,0.0,1.0
240,2023-09-12,Chile,Colombia,0.0,0.0
241,2023-09-12,Azerbaijan,Jordan,2.0,1.0
242,2023-09-12,Egypt,Tunisia,1.0,3.0
243,2023-09-12,Germany,France,2.0,1.0
244,2023-09-12,Qatar,Russia,1.0,1.0
245,2023-09-12,Ghana,Liberia,3.0,1.0
246,2023-09-12,Iran,Angola,4.0,0.0
247,2023-09-12,Japan,Turkey,4.0,2.0
248,2023-09-12,South Korea,Saudi Arabia,1.0,0.0
249,2023-09-12,Mexico,Uzbekistan,3.0,3.0
250,2023-09-12,Morocco,Burkina Faso,1.0,0.0
251,2023-09-12,Scotland,England,1.0,3.0
252,2023-09-12,Senegal,Algeria,0.0,1.0
253,2023-09-12,South Africa,DR Congo,1.0,0.0
254,2023-09-12,United States,Oman,4.0,0.0
255,2023-09-12,Norway,Georgia,2.0,1.0
256,2023-09-12,Spain,Cyprus,6.0,0.0
257,2023-09-12,Belgium,Estonia,5.0,0.0
258,2023-09-12,Sweden,Austria,1.0,3.0
259,2023-09-12,Switzerland,Andorra,3.0,0.0
260,2023-10-12,Suriname,Haiti,1.0,1.0
261,2023-10-12,Colombia,Uruguay,2.0,2.0
262,2023-10-12,Bolivia,Ecuador,1.0,2.0
263,2023-10-12,Argentina,Paraguay,1.0,0.0
264,2023-10-12,Brazil,Venezuela,1.0,1.0
265,2023-10-12,Algeria,Cape Verde,5.0,1.0
266,2023-10-12,Egypt,Zambia,1.0,0.0
267,2023-10-12,Sweden,Moldova,3.0,1.0
268,2023-10-12,Spain,Scotland,2.0,0.0
269,2023-10-12,Cyprus,Norway,0.0,4.0
270,2023-10-12,Croatia,Turkey,0.0,1.0
271,2023-10-12,Albania,Czech Republic,3.0,0.0
272,2023-10-13,Curaçao,Panama,1.0,2.0
273,2023-10-13,DR Congo,New Zealand,1.0,1.0
274,2023-10-13,England,Australia,1.0,0.0
275,2023-10-13,Iraq,Qatar,0.0,0.0
276,2023-10-13,Japan,Canada,4.0,1.0
277,2023-10-13,South Korea,Tunisia,4.0,0.0
278,2023-10-13,Nigeria,Saudi Arabia,2.0,2.0
279,2023-10-13,South Africa,Eswatini,0.0,0.0
280,2023-10-13,Vietnam,Uzbekistan,0.0,2.0
281,2023-10-13,Netherlands,France,1.0,2.0
282,2023-10-13,Austria,Belgium,2.0,3.0
283,2023-10-13,Portugal,Slovakia,3.0,2.0
284,2023-10-13,Liechtenstein,Bosnia and Herzegovina,0.0,2.0
285,2023-10-14,Ivory Coast,Morocco,1.0,1.0
286,2023-10-14,Mexico,Ghana,2.0,0.0
287,2023-10-14,United States,Germany,1.0,3.0
288,2023-10-15,Haiti,Jamaica,2.0,3.0
289,2023-10-15,Norway,Spain,0.0,1.0
290,2023-10-15,Wales,Croatia,2.0,1.0
291,2023-10-15,Turkey,Latvia,4.0,0.0
292,2023-10-15,Czech Republic,Faroe Islands,1.0,0.0
293,2023-10-15,Switzerland,Belarus,3.0,3.0
294,2023-10-16,Algeria,Egypt,1.0,1.0
295,2023-10-16,China,Uzbekistan,1.0,2.0
296,2023-10-16,Senegal,Cameroon,1.0,0.0
297,2023-10-16,Greece,Netherlands,0.0,1.0
298,2023-10-16,Azerbaijan,Austria,0.0,1.0
299,2023-10-16,Belgium,Sweden,1.0,1.0
300,2023-10-16,Bosnia and Herzegovina,Portugal,0.0,5.0
301,2023-10-17,Panama,Guatemala,3.0,0.0
302,2023-10-17,Ecuador,Colombia,0.0,0.0
303,2023-10-17,Paraguay,Bolivia,1.0,0.0
304,2023-10-17,Peru,Argentina,0.0,2.0
305,2023-10-17,Uruguay,Brazil,2.0,0.0
306,2023-10-17,Angola,DR Congo,0.0,0.0
307,2023-10-17,Australia,New Zealand,2.0,0.0
308,2023-10-17,Cape Verde,Comoros,1.0,2.0
309,2023-10-17,France,Scotland,4.0,1.0
310,2023-10-17,Ivory Coast,South Africa,1.0,1.0
311,2023-10-17,South Korea,Vietnam,6.0,0.0
312,2023-10-17,Mali,Saudi Arabia,3.0,1.0
313,2023-10-17,Mexico,Germany,2.0,2.0
314,2023-10-17,United States,Ghana,4.0,0.0
315,2023-10-17,Morocco,Liberia,3.0,0.0
316,2023-10-17,England,Italy,3.0,1.0
317,2023-11-15,DR Congo,Mauritania,2.0,0.0
318,2023-11-15,Belgium,Serbia,1.0,0.0
319,2023-11-15,Israel,Switzerland,1.0,1.0
320,2023-11-16,Costa Rica,Panama,0.0,3.0
321,2023-11-16,United States,Trinidad and Tobago,3.0,0.0
322,2023-11-16,Venezuela,Ecuador,0.0,0.0
323,2023-11-16,Colombia,Brazil,2.0,1.0
324,2023-11-16,Argentina,Uruguay,0.0,2.0
325,2023-11-16,Chile,Paraguay,0.0,0.0
326,2023-11-16,Qatar,Afghanistan,8.0,1.0
327,2023-11-16,Japan,Myanmar,5.0,0.0
328,2023-11-16,South Korea,Singapore,5.0,0.0
329,2023-11-16,Iran,Hong Kong,4.0,0.0
330,2023-11-16,Turkmenistan,Uzbekistan,1.0,3.0
331,2023-11-16,Iraq,Indonesia,5.0,1.0
332,2023-11-16,Tajikistan,Jordan,1.0,1.0
333,2023-11-16,Saudi Arabia,Pakistan,4.0,0.0
334,2023-11-16,Australia,Bangladesh,7.0,0.0
335,2023-11-16,Egypt,Djibouti,6.0,0.0
336,2023-11-16,Cape Verde,Angola,0.0,0.0
337,2023-11-16,Algeria,Somalia,3.0,1.0
338,2023-11-16,Norway,Faroe Islands,2.0,0.0
339,2023-11-16,Cyprus,Spain,1.0,3.0
340,2023-11-16,Georgia,Scotland,2.0,2.0
341,2023-11-16,Estonia,Austria,0.0,2.0
342,2023-11-16,Azerbaijan,Sweden,3.0,0.0
343,2023-11-16,Liechtenstein,Portugal,0.0,2.0
344,2023-11-16,Luxembourg,Bosnia and Herzegovina,4.0,1.0
345,2023-11-17,Honduras,Mexico,2.0,0.0
346,2023-11-17,Ivory Coast,Seychelles,9.0,0.0
347,2023-11-17,Tunisia,São Tomé and Príncipe,4.0,0.0
348,2023-11-17,Ghana,Madagascar,1.0,0.0
349,2023-11-17,Greece,New Zealand,2.0,0.0
350,2023-11-17,England,Malta,2.0,0.0
351,2023-11-17,Poland,Czech Republic,1.0,1.0
352,2023-11-18,Jamaica,Canada,1.0,2.0
353,2023-11-18,Senegal,South Sudan,4.0,0.0
354,2023-11-18,South Africa,Benin,2.0,1.0
355,2023-11-18,Germany,Turkey,2.0,3.0
356,2023-11-18,France,Gibraltar,14.0,0.0
357,2023-11-18,Netherlands,Republic of Ireland,1.0,0.0
358,2023-11-18,Latvia,Croatia,0.0,2.0
359,2023-11-18,Switzerland,Kosovo,1.0,1.0
360,2023-11-19,Sierra Leone,Egypt,0.0,2.0
361,2023-11-19,Sudan,DR Congo,1.0,0.0
362,2023-11-19,Mozambique,Algeria,0.0,2.0
363,2023-11-19,Scotland,Norway,3.0,3.0
364,2023-11-19,Spain,Georgia,3.0,1.0
365,2023-11-19,Belgium,Azerbaijan,5.0,0.0
366,2023-11-19,Sweden,Estonia,2.0,0.0
367,2023-11-19,Portugal,Iceland,2.0,0.0
368,2023-11-19,Bosnia and Herzegovina,Slovakia,1.0,2.0
369,2023-11-20,Panama,Costa Rica,3.0,1.0
370,2023-11-20,Trinidad and Tobago,United States,2.0,1.0
371,2023-11-20,Gambia,Ivory Coast,0.0,2.0
372,2023-11-20,North Macedonia,England,1.0,1.0
373,2023-11-20,Czech Republic,Moldova,3.0,0.0
374,2023-11-21,Canada,Jamaica,2.0,3.0
375,2023-11-21,Mexico,Honduras,2.0,0.0
376,2023-11-21,Ecuador,Chile,1.0,0.0
377,2023-11-21,Paraguay,Colombia,0.0,1.0
378,2023-11-21,Uruguay,Bolivia,3.0,0.0
379,2023-11-21,Brazil,Argentina,0.0,1.0
380,2023-11-21,India,Qatar,0.0,3.0
381,2023-11-21,Syria,Japan,0.0,5.0
382,2023-11-21,China,South Korea,0.0,3.0
383,2023-11-21,Uzbekistan,Iran,2.0,2.0
384,2023-11-21,Vietnam,Iraq,0.0,1.0
385,2023-11-21,Jordan,Saudi Arabia,0.0,2.0
386,2023-11-21,Palestine,Australia,0.0,1.0
387,2023-11-21,Togo,Senegal,0.0,0.0
388,2023-11-21,Rwanda,South Africa,2.0,0.0
389,2023-11-21,Eswatini,Cape Verde,0.0,2.0
390,2023-11-21,Tanzania,Morocco,0.0,2.0
391,2023-11-21,Malawi,Tunisia,0.0,1.0
392,2023-11-21,Comoros,Ghana,1.0,0.0
393,2023-11-21,Austria,Germany,2.0,0.0
394,2023-11-21,Republic of Ireland,New Zealand,1.0,1.0
395,2023-11-21,Gibraltar,Netherlands,0.0,6.0
396,2023-11-21,Greece,France,2.0,2.0
397,2023-11-21,Wales,Turkey,1.0,1.0
398,2023-11-21,Croatia,Armenia,1.0,0.0
399,2023-11-21,Romania,Switzerland,1.0,0.0
400,2023-12-16,Mexico,Colombia,2.0,3.0
401,2024-01-01,Japan,Thailand,5.0,0.0
402,2024-01-04,Saudi Arabia,Lebanon,1.0,0.0
403,2024-01-05,Iran,Burkina Faso,2.0,1.0
404,2024-01-05,Qatar,Jordan,1.0,2.0
405,2024-01-05,Togo,Algeria,0.0,3.0
406,2024-01-06,DR Congo,Angola,0.0,0.0
407,2024-01-06,Iraq,South Korea,0.0,1.0
408,2024-01-06,Bahrain,Australia,0.0,2.0
409,2024-01-06,Ivory Coast,Sierra Leone,5.0,1.0
410,2024-01-06,Tunisia,Mauritania,0.0,0.0
411,2024-01-07,Uzbekistan,Palestine,1.0,0.0
412,2024-01-07,Egypt,Tanzania,2.0,0.0
413,2024-01-08,Senegal,Niger,1.0,0.0
414,2024-01-08,Ghana,Namibia,0.0,0.0
415,2024-01-09,Japan,Jordan,6.0,1.0
416,2024-01-09,Saudi Arabia,Palestine,0.0,0.0
417,2024-01-09,Burundi,Algeria,0.0,4.0
418,2024-01-09,Indonesia,Iran,0.0,5.0
419,2024-01-10,South Africa,Lesotho,0.0,0.0
420,2024-01-10,DR Congo,Burkina Faso,1.0,2.0
421,2024-01-10,Saudi Arabia,Hong Kong,2.0,0.0
422,2024-01-10,Tunisia,Cape Verde,2.0,0.0
423,2024-01-11,Morocco,Sierra Leone,3.0,1.0
424,2024-01-12,Qatar,Lebanon,3.0,0.0
425,2024-01-12,Sweden,Estonia,2.0,1.0
426,2024-01-13,Australia,India,2.0,0.0
427,2024-01-13,Uzbekistan,Syria,0.0,0.0
428,2024-01-13,Ivory Coast,Guinea-Bissau,2.0,0.0
429,2024-01-14,Iran,Palestine,4.0,1.0
430,2024-01-14,Japan,Vietnam,4.0,2.0
431,2024-01-14,Egypt,Mozambique,2.0,2.0
432,2024-01-14,Ghana,Cape Verde,1.0,2.0
433,2024-01-15,Indonesia,Iraq,1.0,3.0
434,2024-01-15,South Korea,Bahrain,3.0,1.0
435,2024-01-15,Malaysia,Jordan,0.0,4.0
436,2024-01-15,Senegal,Gambia,3.0,0.0
437,2024-01-15,Algeria,Angola,1.0,1.0
438,2024-01-16,Saudi Arabia,Oman,2.0,1.0
439,2024-01-16,Tunisia,Namibia,0.0,1.0
440,2024-01-16,Mali,South Africa,2.0,0.0
441,2024-01-17,Qatar,Tajikistan,1.0,0.0
442,2024-01-17,Morocco,Tanzania,3.0,0.0
443,2024-01-17,DR Congo,Zambia,1.0,1.0
444,2024-01-18,Syria,Australia,0.0,1.0
445,2024-01-18,India,Uzbekistan,0.0,3.0
446,2024-01-18,Ivory Coast,Nigeria,0.0,1.0
447,2024-01-18,Egypt,Ghana,2.0,2.0
448,2024-01-19,Hong Kong,Iran,0.0,1.0
449,2024-01-19,Iraq,Japan,2.0,1.0
450,2024-01-19,Cape Verde,Mozambique,3.0,0.0
451,2024-01-19,Senegal,Cameroon,3.0,1.0
452,2024-01-20,Jordan,South Korea,2.0,2.0
453,2024-01-20,Algeria,Burkina Faso,2.0,2.0
454,2024-01-20,Tunisia,Mali,1.0,1.0
455,2024-01-20,United States,Slovenia,0.0,1.0
456,2024-01-21,Kyrgyzstan,Saudi Arabia,0.0,2.0
457,2024-01-21,South Africa,Namibia,4.0,0.0
458,2024-01-21,Morocco,DR Congo,1.0,1.0
459,2024-01-22,Qatar,China,1.0,0.0
460,2024-01-22,Ivory Coast,Equatorial Guinea,0.0,4.0
461,2024-01-22,Cape Verde,Egypt,2.0,2.0
462,2024-01-22,Mozambique,Ghana,2.0,2.0
463,2024-01-23,Australia,Uzbekistan,1.0,1.0
464,2024-01-23,Iran,United Arab Emirates,2.0,1.0
465,2024-01-23,Guinea,Senegal,0.0,2.0
466,2024-01-23,Mauritania,Algeria,1.0,0.0
467,2024-01-24,Iraq,Vietnam,3.0,2.0
468,2024-01-24,Japan,Indonesia,3.0,1.0
469,2024-01-24,South Africa,Tunisia,0.0,0.0
470,2024-01-24,Tanzania,DR Congo,0.0,0.0
471,2024-01-24,Zambia,Morocco,0.0,1.0
472,2024-01-25,Jordan,Bahrain,0.0,1.0
473,2024-01-25,South Korea,Malaysia,3.0,3.0
474,2024-01-25,Saudi Arabia,Thailand,0.0,0.0
475,2024-01-28,Australia,Indonesia,4.0,0.0
476,2024-01-28,Egypt,DR Congo,1.0,1.0
477,2024-01-29,Iraq,Jordan,2.0,3.0
478,2024-01-29,Qatar,Palestine,2.0,1.0
479,2024-01-29,Cape Verde,Mauritania,1.0,0.0
480,2024-01-29,Ivory Coast,Senegal,1.0,1.0
481,2024-01-30,Saudi Arabia,South Korea,1.0,1.0
482,2024-01-30,Uzbekistan,Thailand,2.0,1.0
483,2024-01-30,Morocco,South Africa,0.0,2.0
484,2024-01-31,Bahrain,Japan,1.0,3.0
485,2024-01-31,Iran,Syria,1.0,1.0
486,2024-02-02,Australia,South Korea,1.0,2.0
487,2024-02-02,Tajikistan,Jordan,0.0,1.0
488,2024-02-02,DR Congo,Guinea,3.0,1.0
489,2024-02-03,Iran,Japan,2.0,1.0
490,2024-02-03,Qatar,Uzbekistan,1.0,1.0
491,2024-02-03,Cape Verde,South Africa,0.0,0.0
492,2024-02-03,Ivory Coast,Mali,2.0,1.0
493,2024-02-06,Jordan,South Korea,2.0,0.0
494,2024-02-07,Qatar,Iran,3.0,2.0
495,2024-02-07,Ivory Coast,DR Congo,1.0,0.0
496,2024-02-07,Nigeria,South Africa,1.0,1.0
497,2024-02-10,Qatar,Jordan,3.0,1.0
498,2024-02-10,South Africa,DR Congo,0.0,0.0
499,2024-02-11,Ivory Coast,Nigeria,2.0,1.0
500,2024-03-21,South Africa,Andorra,1.0,1.0
