,index,date,home_team,away_team,home_score,away_score,resultado
110,2099,1936-06-18,Norway,Switzerland,1.0,2.0,2
111,2101,1936-06-21,Sweden,Switzerland,5.0,2.0,1
112,2105,1936-07-05,Sweden,Norway,2.0,0.0,1
113,2109,1936-07-26,Sweden,Norway,3.0,4.0,2
114,2115,1936-09-06,Latvia,Poland,3.0,3.0,0
115,2116,1936-09-06,Norway,Finland,0.0,2.0,2
116,2117,1936-09-06,Yugoslavia,Poland,9.0,3.0,1
117,2118,1936-09-13,Poland,Germany,1.0,1.0,0
118,2119,1936-09-20,Norway,Denmark,3.0,3.0,0
119,2121,1936-09-27,Czechoslovakia,Germany,1.0,2.0,2
120,2122,1936-09-27,Finland,Sweden,1.0,2.0,2
121,2123,1936-09-27,Germany,Luxembourg,7.0,2.0,1
122,2124,1936-09-27,Hungary,Austria,5.0,3.0,1
123,2125,1936-10-04,Denmark,Poland,2.0,1.0,1
124,2126,1936-10-04,Romania,Hungary,1.0,2.0,2
125,2127,1936-10-14,Scotland,Germany,2.0,0.0,1
126,2128,1936-10-17,Republic of Ireland,Germany,5.0,2.0,1
127,2130,1936-10-18,Czechoslovakia,Hungary,5.0,2.0,1
128,2131,1936-10-25,Italy,Switzerland,4.0,2.0,1
129,2133,1936-11-01,Netherlands,Norway,3.0,3.0,0
130,2134,1936-11-08,Switzerland,Austria,1.0,3.0,2
131,2135,1936-11-15,Germany,Italy,2.0,2.0,0
132,2137,1936-12-02,England,Hungary,6.0,2.0,1
133,2139,1936-12-06,Republic of Ireland,Hungary,2.0,3.0,2
134,2140,1936-12-13,France,Yugoslavia,1.0,0.0,1
135,2141,1936-12-13,Italy,Czechoslovakia,2.0,0.0,1
136,2142,1936-12-27,Brazil,Peru,3.0,2.0,1
137,2145,1937-01-03,Brazil,Chile,6.0,4.0,1
138,2155,1937-01-13,Brazil,Paraguay,5.0,0.0,1
139,2158,1937-01-19,Brazil,Uruguay,3.0,2.0,1
140,2161,1937-01-24,France,Austria,1.0,2.0,2
141,2163,1937-01-30,Argentina,Brazil,1.0,0.0,1
142,2164,1937-01-31,Germany,Netherlands,2.0,2.0,0
143,2165,1937-02-01,Argentina,Brazil,2.0,0.0,1
144,2166,1937-02-21,Belgium,France,3.0,1.0,1
145,2167,1937-02-21,Czechoslovakia,Switzerland,5.0,3.0,1
146,2168,1937-03-07,Netherlands,Switzerland,2.0,1.0,1
147,2170,1937-03-21,Germany,France,4.0,0.0,1
148,2171,1937-03-21,Luxembourg,Germany,2.0,3.0,2
149,2172,1937-04-04,Belgium,Netherlands,2.0,1.0,1
150,2173,1937-04-11,Switzerland,Hungary,1.0,5.0,2
151,2176,1937-04-18,Belgium,Switzerland,1.0,2.0,2
152,2177,1937-04-18,Romania,Czechoslovakia,1.0,1.0,0
153,2178,1937-04-25,Germany,Belgium,1.0,0.0,1
154,2179,1937-04-25,Italy,Hungary,2.0,0.0,1
155,2183,1937-05-02,Netherlands,Belgium,1.0,0.0,1
156,2184,1937-05-02,Switzerland,Germany,0.0,1.0,2
157,2185,1937-05-06,Czechoslovakia,Basque Country,3.0,2.0,1
158,2187,1937-05-09,Hungary,Yugoslavia,1.0,1.0,0
159,2188,1937-05-14,Norway,England,0.0,6.0,2
160,2189,1937-05-16,Germany,Denmark,8.0,0.0,1
161,2190,1937-05-17,Sweden,England,0.0,4.0,2
162,2191,1937-05-17,Switzerland,Republic of Ireland,0.0,1.0,2
163,2195,1937-05-23,Czechoslovakia,Italy,0.0,1.0,2
164,2196,1937-05-23,France,Republic of Ireland,0.0,2.0,2
165,2197,1937-05-23,Hungary,Austria,2.0,2.0,0
166,2198,1937-05-27,Norway,Italy,1.0,3.0,2
167,2200,1937-06-05,Czechoslovakia,Basque Country,2.0,1.0,1
168,2201,1937-06-06,Yugoslavia,Belgium,1.0,1.0,0
169,2203,1937-06-10,Romania,Belgium,2.0,1.0,1
170,2204,1937-06-13,Denmark,Norway,5.0,1.0,1
171,2205,1937-06-16,Sweden,Finland,4.0,0.0,1
172,2206,1937-06-20,Sweden,Estonia,7.0,2.0,1
173,2207,1937-06-23,Poland,Sweden,3.0,1.0,1
174,2208,1937-06-25,Latvia,Germany,1.0,3.0,2
175,2209,1937-06-27,Romania,Sweden,2.0,2.0,0
176,2210,1937-06-29,Finland,Germany,0.0,2.0,2
177,2211,1937-07-04,Poland,Romania,2.0,4.0,2
178,2212,1937-07-14,Estonia,Romania,2.0,1.0,1
179,2216,1937-08-22,Norway,Basque Country,1.0,3.0,2
180,2217,1937-08-29,Germany,Estonia,4.0,1.0,1
181,2221,1937-09-05,Finland,Norway,0.0,2.0,2
182,2224,1937-09-12,Bulgaria,Poland,3.0,3.0,0
183,2226,1937-09-12,Poland,Denmark,3.0,1.0,1
184,2227,1937-09-19,Austria,Switzerland,4.0,3.0,1
185,2228,1937-09-19,Hungary,Czechoslovakia,8.0,3.0,1
186,2231,1937-09-19,Norway,Sweden,3.0,2.0,1
187,2232,1937-10-03,Czechoslovakia,Yugoslavia,5.0,4.0,1
188,2233,1937-10-03,Sweden,Denmark,1.0,2.0,2
189,2235,1937-10-10,Austria,Hungary,1.0,2.0,2
190,2236,1937-10-10,France,Switzerland,2.0,1.0,1
191,2237,1937-10-10,Norway,Republic of Ireland,3.0,2.0,1
192,2238,1937-10-10,Poland,Yugoslavia,4.0,0.0,1
193,2239,1937-10-10,Poland,Latvia,2.0,1.0,1
194,2242,1937-10-13,Czechoslovakia,Latvia,4.0,0.0,1
195,2245,1937-10-24,Czechoslovakia,Austria,2.0,1.0,1
196,2246,1937-10-24,Germany,Norway,3.0,0.0,1
197,2248,1937-10-31,Netherlands,France,2.0,3.0,2
198,2249,1937-10-31,Switzerland,Italy,2.0,2.0,0
199,2250,1937-11-07,Bulgaria,Czechoslovakia,1.0,1.0,0
200,2251,1937-11-07,Republic of Ireland,Norway,3.0,3.0,0
201,2254,1937-11-14,Hungary,Switzerland,2.0,0.0,1
202,2256,1937-11-21,Germany,Sweden,5.0,0.0,1
203,2257,1937-11-28,Netherlands,Luxembourg,4.0,0.0,1
204,2260,1937-12-01,England,Czechoslovakia,5.0,4.0,1
205,2261,1937-12-05,France,Italy,0.0,0.0,0
206,2263,1937-12-08,Scotland,Czechoslovakia,5.0,0.0,1
207,2266,1938-01-09,Portugal,Hungary,4.0,0.0,1
208,2270,1938-01-16,Luxembourg,Hungary,0.0,6.0,2
209,2272,1938-01-30,France,Belgium,5.0,3.0,1
210,2274,1938-02-06,Germany,Switzerland,1.0,1.0,0
211,2291,1938-02-27,Netherlands,Belgium,7.0,2.0,1
212,2293,1938-03-13,Luxembourg,Belgium,2.0,3.0,2
213,2294,1938-03-13,Switzerland,Poland,3.0,3.0,0
214,2297,1938-03-20,Germany,Luxembourg,2.0,1.0,1
215,2298,1938-03-20,Germany,Hungary,1.0,1.0,0
216,2300,1938-03-24,France,Bulgaria,6.0,1.0,1
217,2301,1938-03-25,Hungary,Greece,11.0,1.0,1
218,2304,1938-04-03,Belgium,Netherlands,1.0,1.0,0
219,2305,1938-04-03,Switzerland,Czechoslovakia,4.0,0.0,1
220,2306,1938-04-03,Yugoslavia,Poland,1.0,0.0,1
221,2309,1938-04-24,Czechoslovakia,Bulgaria,6.0,0.0,1
222,2310,1938-04-24,Germany,Portugal,1.0,1.0,0
223,2312,1938-05-01,Switzerland,Portugal,2.0,1.0,1
224,2314,1938-05-08,Romania,Yugoslavia,0.0,1.0,2
225,2315,1938-05-08,Switzerland,Belgium,0.0,3.0,2
226,2316,1938-05-14,Germany,England,3.0,6.0,2
227,2317,1938-05-15,Italy,Belgium,6.0,1.0,1
228,2319,1938-05-18,Czechoslovakia,Republic of Ireland,2.0,2.0,0
229,2320,1938-05-21,Netherlands,Scotland,1.0,3.0,2
230,2321,1938-05-21,Switzerland,England,2.0,1.0,1
231,2322,1938-05-22,Italy,Yugoslavia,4.0,0.0,1
232,2323,1938-05-22,Poland,Republic of Ireland,6.0,0.0,1
233,2324,1938-05-26,France,England,2.0,4.0,2
