,index,date,home_team,away_team,home_score,away_score
56,1278,1928-05-27,Belgium,Luxembourg,5.0,3.0
57,1281,1928-05-29,Italy,France,4.0,3.0
58,1282,1928-05-29,Portugal,Yugoslavia,2.0,1.0
59,1283,1928-05-29,Argentina,United States,11.0,2.0
60,1284,1928-05-30,Spain,Mexico,7.0,1.0
61,1285,1928-05-30,Netherlands,Uruguay,0.0,2.0
62,1287,1928-06-02,Argentina,Belgium,6.0,3.0
63,1289,1928-06-03,Uruguay,Germany,4.0,1.0
64,1292,1928-06-05,Netherlands,Belgium,3.0,1.0
65,1293,1928-06-05,Chile,Mexico,3.0,1.0
66,1294,1928-06-06,Argentina,Egypt,6.0,0.0
67,1296,1928-06-07,Uruguay,Italy,3.0,2.0
68,1297,1928-06-08,Netherlands,Chile,2.0,2.0
69,1299,1928-06-10,Poland,United States,3.0,3.0
70,1300,1928-06-10,Uruguay,Argentina,1.0,1.0
71,1301,1928-06-13,Uruguay,Argentina,2.0,1.0
72,1313,1928-08-15,Paraguay,Uruguay,3.0,1.0
73,1317,1928-08-19,Paraguay,Uruguay,1.0,1.0
74,1319,1928-08-30,Argentina,Uruguay,1.0,0.0
75,1323,1928-09-21,Uruguay,Argentina,2.0,2.0
76,1335,1928-10-28,Czechoslovakia,Yugoslavia,7.0,1.0
77,1337,1928-11-04,Netherlands,Belgium,1.0,1.0
78,1345,1929-02-24,France,Hungary,3.0,0.0
79,1350,1929-03-24,France,Portugal,2.0,0.0
80,1353,1929-04-14,Spain,France,8.0,1.0
81,1357,1929-04-21,Romania,Bulgaria,3.0,0.0
82,1361,1929-04-30,Republic of Ireland,Belgium,4.0,0.0
83,1365,1929-05-05,Belgium,Netherlands,3.0,1.0
84,1367,1929-05-09,France,England,1.0,4.0
85,1368,1929-05-10,Romania,Yugoslavia,2.0,3.0
86,1369,1929-05-11,Belgium,England,1.0,5.0
87,1372,1929-05-19,France,Yugoslavia,1.0,3.0
88,1373,1929-05-26,Belgium,France,4.0,1.0
89,1380,1929-06-16,Argentina,Uruguay,2.0,0.0
90,1382,1929-06-16,Uruguay,Argentina,1.0,1.0
91,1386,1929-06-28,Yugoslavia,Czechoslovakia,3.0,3.0
92,1397,1929-09-15,Bulgaria,Romania,2.0,3.0
93,1400,1929-09-20,Uruguay,Argentina,2.0,1.0
94,1401,1929-09-28,Argentina,Uruguay,0.0,0.0
95,1405,1929-10-06,Romania,Yugoslavia,2.0,1.0
96,1412,1929-10-28,Czechoslovakia,Yugoslavia,4.0,3.0
97,1413,1929-11-01,Paraguay,Uruguay,3.0,0.0
98,1415,1929-11-03,Argentina,Peru,3.0,0.0
99,1418,1929-11-10,Argentina,Paraguay,4.0,1.0
100,1419,1929-11-11,Peru,Uruguay,1.0,4.0
101,1422,1929-11-16,Paraguay,Peru,5.0,0.0
102,1423,1929-11-17,Argentina,Uruguay,2.0,0.0
103,1428,1930-01-26,Greece,Yugoslavia,2.0,1.0
104,1433,1930-02-23,Portugal,France,2.0,0.0
105,1442,1930-03-23,France,Switzerland,3.0,3.0
106,1452,1930-04-13,France,Belgium,1.0,6.0
107,1454,1930-04-13,Yugoslavia,Bulgaria,6.0,1.0
108,1459,1930-05-04,Netherlands,Belgium,2.0,2.0
109,1461,1930-05-04,Yugoslavia,Romania,2.0,1.0
110,1463,1930-05-11,Belgium,Republic of Ireland,1.0,3.0
111,1464,1930-05-11,France,Czechoslovakia,2.0,3.0
112,1467,1930-05-18,Belgium,Netherlands,3.0,1.0
113,1468,1930-05-18,France,Scotland,0.0,2.0
114,1469,1930-05-25,Argentina,Uruguay,1.0,1.0
115,1470,1930-05-25,Belgium,France,1.0,2.0
116,1471,1930-05-25,Romania,Greece,8.0,1.0
