,index,date,home_team,away_team,home_score,away_score,resultado
54,3553,1951-10-14,Belgium,Austria,1.0,8.0,2
55,3554,1951-10-14,Czechoslovakia,Hungary,1.0,2.0,2
56,3555,1951-10-14,Switzerland,France,1.0,2.0,2
57,3558,1951-10-20,Wales,England,1.0,1.0,0
58,3561,1951-11-01,France,Austria,2.0,2.0,0
59,3563,1951-11-11,Italy,Sweden,1.0,1.0,0
60,3564,1951-11-14,England,Northern Ireland,2.0,0.0,1
61,3565,1951-11-14,Scotland,Wales,0.0,1.0,2
62,3566,1951-11-14,Turkey,Sweden,1.0,0.0,1
63,3567,1951-11-18,Hungary,Finland,8.0,0.0,1
64,3568,1951-11-21,Turkey,Germany,0.0,2.0,2
65,3570,1951-11-25,Netherlands,Belgium,6.0,7.0,2
66,3571,1951-11-25,Switzerland,Italy,1.0,1.0,0
67,3572,1951-11-28,England,Austria,2.0,2.0,0
68,3583,1952-02-24,Belgium,Italy,2.0,0.0,1
69,3590,1952-03-23,Austria,Belgium,2.0,0.0,1
70,3592,1952-03-23,Mexico,Uruguay,1.0,3.0,2
71,3595,1952-03-26,Chile,Mexico,4.0,0.0,1
72,3596,1952-03-26,France,Sweden,0.0,1.0,2
73,3598,1952-03-30,Peru,Uruguay,2.0,5.0,2
74,3601,1952-04-05,Scotland,England,1.0,2.0,2
75,3602,1952-04-06,Belgium,Netherlands,4.0,2.0,1
76,3603,1952-04-06,Brazil,Mexico,2.0,0.0,1
77,3604,1952-04-06,Panama,Uruguay,1.0,6.0,2
78,3605,1952-04-10,Brazil,Peru,0.0,0.0,0
79,3606,1952-04-10,Mexico,Panama,4.0,2.0,1
80,3607,1952-04-13,Brazil,Panama,5.0,0.0,1
81,3608,1952-04-13,Chile,Uruguay,2.0,0.0,1
82,3609,1952-04-16,Brazil,Uruguay,4.0,2.0,1
83,3610,1952-04-20,Chile,Brazil,0.0,3.0,2
84,3611,1952-04-20,France,Portugal,3.0,0.0,1
85,3613,1952-04-20,Mexico,Peru,0.0,3.0,2
86,3614,1952-04-30,Scotland,United States,6.0,0.0,1
87,3617,1952-05-07,Austria,Republic of Ireland,6.0,0.0,1
88,3618,1952-05-11,Romania,Czechoslovakia,3.0,1.0,1
89,3620,1952-05-18,Hungary,German DR,5.0,0.0,1
90,3621,1952-05-18,Italy,England,1.0,1.0,0
91,3623,1952-05-22,Belgium,France,1.0,2.0,2
92,3624,1952-05-24,Russia,Hungary,1.0,1.0,0
93,3625,1952-05-25,Austria,England,2.0,3.0,2
94,3626,1952-05-25,Denmark,Scotland,1.0,2.0,2
95,3628,1952-05-27,Russia,Hungary,2.0,1.0,1
96,3629,1952-05-28,Switzerland,England,0.0,3.0,2
97,3630,1952-05-30,Sweden,Scotland,3.0,1.0,1
98,3632,1952-06-01,Turkey,Switzerland,1.0,5.0,2
99,3633,1952-06-08,Turkey,Spain,0.0,0.0,0
100,3637,1952-06-15,Poland,Hungary,1.0,5.0,2
101,3638,1952-06-22,Finland,Hungary,1.0,6.0,2
102,3640,1952-06-22,Switzerland,Austria,1.0,1.0,0
103,3641,1952-06-25,Yugoslavia,Norway,4.0,1.0,1
104,3657,1952-09-14,Czechoslovakia,Poland,2.0,2.0,0
105,3660,1952-09-20,Switzerland,Hungary,2.0,4.0,2
106,3665,1952-09-21,Yugoslavia,Austria,4.0,2.0,1
107,3671,1952-10-04,Northern Ireland,England,2.0,2.0,0
108,3673,1952-10-05,France,Germany,3.0,1.0,1
109,3675,1952-10-18,Wales,Scotland,1.0,2.0,2
110,3676,1952-10-19,Austria,France,1.0,2.0,2
111,3677,1952-10-19,Belgium,Netherlands,2.0,1.0,1
112,3679,1952-10-19,Hungary,Czechoslovakia,5.0,0.0,1
113,3681,1952-10-26,Sweden,Italy,1.0,1.0,0
114,3682,1952-11-02,Yugoslavia,Egypt,5.0,0.0,1
115,3683,1952-11-05,Scotland,Northern Ireland,1.0,1.0,0
116,3684,1952-11-09,Germany,Switzerland,5.0,1.0,1
117,3685,1952-11-11,France,Northern Ireland,3.0,1.0,1
118,3686,1952-11-12,England,Wales,5.0,2.0,1
119,3687,1952-11-16,Republic of Ireland,France,1.0,1.0,0
120,3688,1952-11-23,Portugal,Austria,1.0,1.0,0
121,3689,1952-11-26,England,Belgium,5.0,0.0,1
122,3690,1952-11-29,Albania,Czechoslovakia,3.0,2.0,1
123,3693,1952-12-21,Germany,Yugoslavia,3.0,2.0,1
124,3694,1952-12-25,France,Belgium,0.0,1.0,2
125,3695,1952-12-28,Italy,Switzerland,2.0,0.0,1
126,3697,1953-01-16,Egypt,Yugoslavia,1.0,3.0,2
127,3700,1953-02-25,Bolivia,Uruguay,0.0,2.0,2
128,3703,1953-03-01,Bolivia,Brazil,1.0,8.0,2
129,3704,1953-03-01,Chile,Uruguay,3.0,2.0,1
130,3717,1953-03-12,Brazil,Ecuador,2.0,0.0,1
131,3719,1953-03-12,Paraguay,Uruguay,2.0,2.0,0
132,3723,1953-03-15,Brazil,Uruguay,1.0,0.0,1
133,3733,1953-03-19,Peru,Brazil,1.0,0.0,1
134,3734,1953-03-19,Spain,Belgium,3.0,1.0,1
135,3738,1953-03-22,Germany,Austria,0.0,0.0,0
136,3739,1953-03-22,Netherlands,Switzerland,1.0,2.0,2
137,3740,1953-03-23,Brazil,Chile,3.0,2.0,1
138,3741,1953-03-23,Ecuador,Uruguay,0.0,6.0,2
139,3742,1953-03-25,Republic of Ireland,Austria,4.0,0.0,1
140,3744,1953-03-27,Brazil,Paraguay,1.0,2.0,2
141,3746,1953-03-28,Peru,Uruguay,0.0,3.0,2
142,3747,1953-04-01,Brazil,Paraguay,2.0,3.0,2
143,3748,1953-04-05,Hong Kong,South Korea,4.0,0.0,1
144,3749,1953-04-08,South Korea,Taiwan,2.0,4.0,2
145,3750,1953-04-11,Singapore,South Korea,2.0,3.0,2
146,3752,1953-04-16,Malaysia,South Korea,2.0,3.0,2
147,3754,1953-04-18,England,Scotland,2.0,2.0,0
148,3755,1953-04-18,Singapore,South Korea,3.0,1.0,1
149,3756,1953-04-19,Netherlands,Belgium,0.0,2.0,2
150,3757,1953-04-19,Singapore,South Korea,1.0,3.0,2
151,3758,1953-04-24,Singapore,South Korea,0.0,0.0,0
152,3759,1953-04-26,Czechoslovakia,Italy,2.0,0.0,1
153,3760,1953-04-26,Hungary,Austria,1.0,1.0,0
154,3762,1953-04-30,Indonesia,South Korea,1.0,3.0,2
155,3764,1953-05-06,Scotland,Sweden,1.0,2.0,2
156,3765,1953-05-09,Yugoslavia,Greece,1.0,0.0,1
157,3766,1953-05-10,Poland,Czechoslovakia,1.0,1.0,0
158,3767,1953-05-14,Argentina,England,3.0,1.0,1
159,3768,1953-05-14,Belgium,Yugoslavia,1.0,3.0,2
160,3769,1953-05-14,France,Wales,6.0,1.0,1
161,3770,1953-05-17,Argentina,England,0.0,0.0,0
162,3772,1953-05-17,Italy,Hungary,0.0,3.0,2
163,3773,1953-05-21,Yugoslavia,Wales,5.0,2.0,1
164,3774,1953-05-24,Chile,England,1.0,2.0,2
165,3775,1953-05-25,Finland,Belgium,2.0,4.0,2
166,3776,1953-05-25,Switzerland,Turkey,1.0,2.0,2
167,3777,1953-05-28,Sweden,Belgium,2.0,3.0,2
168,3778,1953-05-31,Uruguay,England,2.0,1.0,1
169,3780,1953-06-05,Turkey,Yugoslavia,2.0,2.0,0
170,3782,1953-06-08,United States,England,3.0,6.0,2
171,3783,1953-06-11,Sweden,France,1.0,0.0,1
172,3785,1953-06-14,Czechoslovakia,Romania,2.0,0.0,1
173,3789,1953-06-27,Switzerland,Denmark,1.0,4.0,2
174,3792,1953-07-05,Sweden,Hungary,2.0,4.0,2
175,3796,1953-07-19,Mexico,Haiti,8.0,0.0,1
176,3811,1953-09-06,Bulgaria,Czechoslovakia,1.0,2.0,2
177,3818,1953-09-20,Czechoslovakia,Switzerland,5.0,0.0,1
178,3819,1953-09-20,Luxembourg,France,1.0,6.0,2
179,3821,1953-09-23,Belgium,Finland,2.0,2.0,0
180,3826,1953-09-27,Austria,Portugal,9.0,1.0,1
181,3832,1953-10-03,Northern Ireland,Scotland,1.0,3.0,2
182,3834,1953-10-04,Bulgaria,Hungary,1.0,1.0,0
183,3835,1953-10-04,Czechoslovakia,Hungary,1.0,5.0,2
184,3837,1953-10-04,Republic of Ireland,France,3.0,5.0,2
185,3838,1953-10-08,Belgium,Sweden,2.0,0.0,1
186,3839,1953-10-10,Wales,England,1.0,4.0,2
187,3840,1953-10-11,Austria,Hungary,2.0,3.0,2
188,3846,1953-10-18,Yugoslavia,France,3.0,1.0,1
189,3848,1953-10-25,Netherlands,Belgium,1.0,0.0,1
190,3849,1953-10-25,Romania,Czechoslovakia,0.0,1.0,2
191,3855,1953-11-04,Scotland,Wales,3.0,3.0,0
192,3856,1953-11-08,Czechoslovakia,Bulgaria,0.0,0.0,0
193,3859,1953-11-08,Yugoslavia,Israel,1.0,0.0,1
194,3860,1953-11-11,England,Northern Ireland,3.0,1.0,1
195,3861,1953-11-11,France,Switzerland,2.0,4.0,2
196,3862,1953-11-13,Egypt,Italy,1.0,2.0,2
197,3864,1953-11-15,Hungary,Sweden,2.0,2.0,0
198,3868,1953-11-22,Switzerland,Belgium,2.0,2.0,0
199,3869,1953-11-25,England,Hungary,3.0,6.0,2
200,3870,1953-11-25,France,Republic of Ireland,1.0,0.0,1
201,3872,1953-11-29,Portugal,Austria,0.0,0.0,0
202,3873,1953-12-13,Italy,Czechoslovakia,3.0,0.0,1
203,3874,1953-12-17,France,Luxembourg,8.0,0.0,1
204,3875,1953-12-27,Haiti,Mexico,0.0,4.0,2
205,3876,1954-01-06,Spain,Turkey,4.0,1.0,1
206,3877,1954-01-10,Mexico,United States,4.0,0.0,1
207,3878,1954-01-14,Mexico,United States,3.0,1.0,1
208,3879,1954-01-24,Italy,Egypt,5.0,1.0,1
209,3880,1954-02-12,Egypt,Hungary,0.0,3.0,2
210,3883,1954-02-28,Chile,Brazil,0.0,2.0,2
211,3884,1954-03-07,Japan,South Korea,1.0,5.0,2
212,3886,1954-03-07,Paraguay,Brazil,0.0,1.0,2
213,3888,1954-03-14,Belgium,Portugal,0.0,0.0,0
214,3889,1954-03-14,Brazil,Chile,1.0,0.0,1
215,3890,1954-03-14,Japan,South Korea,2.0,2.0,0
216,3891,1954-03-14,Turkey,Spain,1.0,0.0,1
217,3892,1954-03-17,Turkey,Spain,2.0,2.0,0
218,3894,1954-03-21,Israel,Yugoslavia,0.0,1.0,2
219,3895,1954-03-21,Brazil,Paraguay,4.0,1.0,1
220,3896,1954-03-28,Greece,Yugoslavia,0.0,1.0,2
221,3901,1954-04-03,Scotland,England,2.0,4.0,2
222,3902,1954-04-04,Belgium,Netherlands,4.0,0.0,1
223,3904,1954-04-10,Uruguay,Paraguay,1.0,4.0,2
224,3905,1954-04-11,Austria,Hungary,0.0,1.0,2
225,3906,1954-04-11,France,Italy,1.0,3.0,2
226,3907,1954-04-18,Paraguay,Uruguay,1.0,1.0,0
227,3909,1954-04-25,Switzerland,Germany,3.0,5.0,2
228,3915,1954-05-02,South Korea,Hong Kong,3.0,3.0,0
229,3920,1954-05-04,South Korea,Afghanistan,8.0,2.0,1
230,3921,1954-05-05,Scotland,Norway,1.0,0.0,1
231,3929,1954-05-07,Myanmar,South Korea,2.0,2.0,0
232,3932,1954-05-08,Taiwan,South Korea,5.0,2.0,1
233,3933,1954-05-09,Austria,Wales,2.0,0.0,1
234,3934,1954-05-09,Yugoslavia,Belgium,0.0,2.0,2
235,3936,1954-05-16,Yugoslavia,England,1.0,0.0,1
236,3937,1954-05-19,Norway,Scotland,1.0,1.0,0
237,3940,1954-05-23,Hungary,England,7.0,1.0,1
238,3941,1954-05-23,Switzerland,Uruguay,3.0,3.0,0
239,3943,1954-05-25,Finland,Scotland,1.0,2.0,2
