,index,date,home_team,away_team,home_score,away_score,resultado
45,34059,2010-09-05,Nigeria,Madagascar,2.0,0.0,1
46,34060,2010-09-05,Eswatini,Ghana,0.0,3.0,2
47,34064,2010-09-07,Argentina,Spain,4.0,1.0,1
48,34068,2010-09-07,Bosnia and Herzegovina,France,0.0,2.0,2
49,34070,2010-09-07,Canada,Honduras,2.0,1.0,1
50,34072,2010-09-07,Croatia,Greece,0.0,0.0,0
51,34078,2010-09-07,Germany,Azerbaijan,6.0,1.0,1
52,34081,2010-09-07,Italy,Faroe Islands,5.0,0.0,1
53,34083,2010-09-07,Japan,Guatemala,2.0,1.0,1
54,34084,2010-09-07,South Korea,Iran,0.0,1.0,2
55,34087,2010-09-07,Mexico,Colombia,1.0,0.0,1
56,34088,2010-09-07,Netherlands,Finland,2.0,1.0,1
57,34089,2010-09-07,Norway,Portugal,1.0,0.0,1
58,34091,2010-09-07,Poland,Australia,1.0,2.0,2
59,34093,2010-09-07,Russia,Slovakia,0.0,1.0,2
60,34097,2010-09-07,Switzerland,England,1.0,3.0,2
61,34098,2010-09-07,Turkey,Belgium,3.0,2.0,1
62,34099,2010-09-07,Ukraine,Chile,2.0,1.0,1
63,34101,2010-09-07,Venezuela,Ecuador,1.0,0.0,1
64,34121,2010-09-24,Iran,Bahrain,3.0,0.0,1
65,34135,2010-09-28,Oman,Iran,2.0,2.0,0
66,34141,2010-10-01,Iran,Iraq,2.0,1.0,1
67,34147,2010-10-03,Iran,Kuwait,1.0,2.0,2
68,34154,2010-10-07,Iran,Brazil,0.0,3.0,2
69,34155,2010-10-08,Albania,Bosnia and Herzegovina,1.0,1.0,0
70,34160,2010-10-08,Colombia,Ecuador,1.0,0.0,1
71,34164,2010-10-08,Germany,Turkey,3.0,0.0,1
72,34165,2010-10-08,Greece,Latvia,1.0,0.0,1
73,34168,2010-10-08,Indonesia,Uruguay,1.0,7.0,2
74,34169,2010-10-08,Republic of Ireland,Russia,2.0,3.0,2
75,34170,2010-10-08,Japan,Argentina,1.0,0.0,1
76,34171,2010-10-08,Kazakhstan,Belgium,0.0,2.0,2
77,34174,2010-10-08,Moldova,Netherlands,0.0,1.0,2
78,34175,2010-10-08,Montenegro,Switzerland,1.0,0.0,1
79,34177,2010-10-08,Northern Ireland,Italy,0.0,0.0,0
80,34180,2010-10-08,Peru,Costa Rica,2.0,0.0,1
81,34181,2010-10-08,Portugal,Denmark,3.0,1.0,1
82,34184,2010-10-08,Spain,Lithuania,3.0,1.0,1
83,34189,2010-10-09,Australia,Paraguay,1.0,0.0,1
84,34191,2010-10-09,Burundi,Ivory Coast,0.0,1.0,2
85,34192,2010-10-09,Cameroon,DR Congo,1.0,1.0,0
86,34194,2010-10-09,France,Romania,2.0,0.0,1
87,34196,2010-10-09,Israel,Croatia,1.0,2.0,2
88,34200,2010-10-09,New Zealand,Honduras,1.0,1.0,0
89,34205,2010-10-09,United Arab Emirates,Chile,0.0,2.0,2
90,34206,2010-10-09,United States,Poland,2.0,2.0,0
91,34208,2010-10-10,Central African Republic,Algeria,2.0,0.0,1
92,34210,2010-10-10,Ghana,Sudan,0.0,0.0,0
93,34211,2010-10-10,Guinea,Nigeria,1.0,0.0,1
94,34221,2010-10-11,Brazil,Ukraine,2.0,0.0,1
95,34226,2010-10-12,Belgium,Austria,4.0,4.0,0
96,34228,2010-10-12,China,Uruguay,0.0,4.0,2
97,34229,2010-10-12,Costa Rica,El Salvador,2.0,1.0,1
98,34230,2010-10-12,Croatia,Norway,2.0,1.0,1
99,34232,2010-10-12,Ecuador,Poland,2.0,2.0,0
100,34233,2010-10-12,England,Montenegro,0.0,0.0,0
101,34238,2010-10-12,France,Luxembourg,2.0,0.0,1
102,34239,2010-10-12,Greece,Israel,2.0,1.0,1
103,34240,2010-10-12,Guatemala,Honduras,0.0,2.0,2
104,34241,2010-10-12,Iceland,Portugal,1.0,3.0,2
105,34243,2010-10-12,Italy,Serbia,3.0,0.0,1
106,34244,2010-10-12,Kazakhstan,Germany,0.0,3.0,2
107,34245,2010-10-12,South Korea,Japan,0.0,0.0,0
108,34249,2010-10-12,North Macedonia,Russia,0.0,1.0,2
109,34250,2010-10-12,Mexico,Venezuela,2.0,2.0,0
110,34251,2010-10-12,Netherlands,Sweden,4.0,1.0,1
111,34253,2010-10-12,Oman,Chile,0.0,1.0,2
112,34259,2010-10-12,Scotland,Spain,2.0,3.0,2
113,34261,2010-10-12,Switzerland,Wales,4.0,1.0,1
114,34263,2010-10-12,United States,Colombia,0.0,0.0,0
115,34315,2010-11-17,Argentina,Brazil,1.0,0.0,1
116,34316,2010-11-17,Austria,Greece,1.0,2.0,2
117,34320,2010-11-17,Chile,Uruguay,2.0,0.0,1
118,34322,2010-11-17,Colombia,Peru,1.0,1.0,0
119,34323,2010-11-17,Croatia,Malta,3.0,0.0,1
120,34325,2010-11-17,Ecuador,Venezuela,4.0,1.0,1
121,34326,2010-11-17,Egypt,Australia,3.0,0.0,1
122,34327,2010-11-17,England,France,1.0,2.0,2
123,34337,2010-11-17,Italy,Romania,1.0,1.0,0
124,34338,2010-11-17,Jamaica,Costa Rica,0.0,0.0,0
125,34340,2010-11-17,Luxembourg,Algeria,0.0,0.0,0
126,34345,2010-11-17,Netherlands,Turkey,1.0,0.0,1
127,34348,2010-11-17,Panama,Honduras,2.0,0.0,1
128,34349,2010-11-17,Poland,Ivory Coast,3.0,1.0,1
129,34350,2010-11-17,Portugal,Spain,4.0,0.0,1
130,34351,2010-11-17,Russia,Belgium,0.0,2.0,2
131,34352,2010-11-17,Saudi Arabia,Ghana,0.0,0.0,0
132,34353,2010-11-17,Slovakia,Bosnia and Herzegovina,2.0,3.0,2
133,34355,2010-11-17,South Africa,United States,0.0,1.0,2
134,34356,2010-11-17,Sweden,Germany,0.0,0.0,0
135,34357,2010-11-17,Switzerland,Ukraine,2.0,2.0,0
136,34425,2010-12-10,Bosnia and Herzegovina,Poland,2.0,2.0,0
137,34432,2010-12-18,Honduras,Panama,2.0,1.0,1
138,34445,2010-12-28,Catalonia,Honduras,4.0,0.0,1
139,34448,2010-12-30,Syria,South Korea,0.0,1.0,2
140,34451,2011-01-02,Iran,Angola,1.0,0.0,1
141,34460,2011-01-05,United Arab Emirates,Australia,0.0,0.0,0
142,34466,2011-01-09,Japan,Jordan,1.0,1.0,0
143,34468,2011-01-10,India,Australia,0.0,4.0,2
144,34469,2011-01-10,South Korea,Bahrain,2.0,1.0,1
145,34472,2011-01-11,Iraq,Iran,1.0,2.0,2
146,34478,2011-01-13,Syria,Japan,1.0,2.0,2
147,34479,2011-01-14,Australia,South Korea,1.0,1.0,0
148,34482,2011-01-14,Costa Rica,Honduras,1.0,1.0,0
149,34486,2011-01-15,Iran,North Korea,1.0,0.0,1
150,34490,2011-01-16,Guatemala,Costa Rica,0.0,2.0,2
151,34497,2011-01-17,Saudi Arabia,Japan,0.0,5.0,2
152,34498,2011-01-18,Australia,Bahrain,1.0,0.0,1
153,34499,2011-01-18,Honduras,Guatemala,3.0,1.0,1
154,34500,2011-01-18,South Korea,India,4.0,1.0,1
155,34505,2011-01-19,United Arab Emirates,Iran,0.0,3.0,2
156,34506,2011-01-21,Honduras,El Salvador,2.0,0.0,1
157,34508,2011-01-21,Panama,Costa Rica,1.0,1.0,0
158,34509,2011-01-21,Qatar,Japan,2.0,3.0,2
159,34511,2011-01-22,Australia,Iraq,1.0,0.0,1
160,34512,2011-01-22,Iran,South Korea,0.0,1.0,2
161,34513,2011-01-22,United States,Chile,1.0,1.0,0
162,34514,2011-01-23,Honduras,Costa Rica,2.0,1.0,1
163,34517,2011-01-25,Japan,South Korea,2.0,2.0,0
164,34518,2011-01-25,Uzbekistan,Australia,0.0,6.0,2
165,34519,2011-01-28,Uzbekistan,South Korea,2.0,3.0,2
166,34520,2011-01-29,Australia,Japan,0.0,1.0,2
167,34523,2011-02-08,Ghana,Togo,4.0,1.0,1
168,34525,2011-02-08,Mali,Ivory Coast,0.0,1.0,2
169,34530,2011-02-09,Argentina,Portugal,2.0,1.0,1
170,34534,2011-02-09,Belgium,Finland,1.0,1.0,0
171,34538,2011-02-09,Croatia,Czech Republic,4.0,2.0,1
172,34540,2011-02-09,Denmark,England,1.0,2.0,2
173,34542,2011-02-09,France,Brazil,1.0,0.0,1
174,34543,2011-02-09,Germany,Italy,1.0,1.0,0
175,34544,2011-02-09,Greece,Canada,1.0,0.0,1
176,34546,2011-02-09,Honduras,Ecuador,1.0,1.0,0
177,34547,2011-02-09,Iran,Russia,1.0,0.0,1
178,34552,2011-02-09,North Macedonia,Cameroon,0.0,1.0,2
179,34554,2011-02-09,Malta,Switzerland,0.0,0.0,0
180,34555,2011-02-09,Mexico,Bosnia and Herzegovina,2.0,0.0,1
181,34559,2011-02-09,Netherlands,Austria,3.0,1.0,1
182,34560,2011-02-09,Nigeria,Sierra Leone,2.0,1.0,1
183,34567,2011-02-09,Spain,Colombia,1.0,0.0,1
184,34571,2011-02-09,Turkey,South Korea,0.0,0.0,0
185,34572,2011-02-09,Venezuela,Costa Rica,2.0,2.0,0
186,34579,2011-03-16,Argentina,Venezuela,4.0,1.0,1
187,34598,2011-03-25,Austria,Belgium,0.0,2.0,2
188,34603,2011-03-25,Estonia,Uruguay,2.0,0.0,1
189,34604,2011-03-25,Hungary,Netherlands,0.0,4.0,2
190,34606,2011-03-25,South Korea,Honduras,4.0,0.0,1
191,34608,2011-03-25,Luxembourg,France,0.0,2.0,2
192,34613,2011-03-25,Slovenia,Italy,0.0,1.0,2
193,34614,2011-03-25,Spain,Czech Republic,2.0,1.0,1
194,34618,2011-03-26,Armenia,Russia,0.0,0.0,0
195,34619,2011-03-26,Bosnia and Herzegovina,Romania,2.0,1.0,1
196,34620,2011-03-26,Bulgaria,Switzerland,0.0,0.0,0
197,34624,2011-03-26,Colombia,Ecuador,2.0,0.0,1
198,34625,2011-03-26,Costa Rica,China,2.0,2.0,0
199,34627,2011-03-26,Georgia,Croatia,1.0,0.0,1
200,34628,2011-03-26,Germany,Kazakhstan,4.0,0.0,1
201,34637,2011-03-26,Malta,Greece,0.0,1.0,2
202,34638,2011-03-26,Mexico,Paraguay,3.0,1.0,1
203,34640,2011-03-26,Portugal,Chile,1.0,1.0,0
204,34642,2011-03-26,Senegal,Cameroon,1.0,0.0,1
205,34645,2011-03-26,United States,Argentina,1.0,1.0,0
206,34646,2011-03-26,Wales,England,0.0,2.0,2
207,34647,2011-03-27,Algeria,Morocco,1.0,0.0,1
208,34648,2011-03-27,Brazil,Scotland,2.0,0.0,1
209,34649,2011-03-27,Congo,Ghana,0.0,3.0,2
210,34651,2011-03-27,Ivory Coast,Benin,2.0,1.0,1
211,34655,2011-03-27,Nigeria,Ethiopia,4.0,0.0,1
212,34662,2011-03-29,Belgium,Azerbaijan,4.0,1.0,1
213,34663,2011-03-29,China,Honduras,3.0,0.0,1
214,34664,2011-03-29,Colombia,Chile,0.0,2.0,2
215,34665,2011-03-29,Costa Rica,Argentina,0.0,0.0,0
216,34669,2011-03-29,Ecuador,Peru,0.0,0.0,0
217,34671,2011-03-29,England,Ghana,1.0,1.0,0
218,34674,2011-03-29,France,Croatia,0.0,0.0,0
219,34675,2011-03-29,Germany,Australia,1.0,2.0,2
220,34676,2011-03-29,Greece,Poland,0.0,0.0,0
221,34677,2011-03-29,Republic of Ireland,Uruguay,2.0,3.0,2
222,34681,2011-03-29,Lithuania,Spain,1.0,3.0,2
223,34682,2011-03-29,Mexico,Venezuela,1.0,1.0,0
224,34683,2011-03-29,Netherlands,Hungary,5.0,3.0,1
225,34684,2011-03-29,Nigeria,Kenya,3.0,0.0,1
226,34687,2011-03-29,Portugal,Finland,2.0,0.0,1
227,34688,2011-03-29,Qatar,Russia,1.0,1.0,0
228,34694,2011-03-29,Ukraine,Italy,0.0,2.0,2
229,34695,2011-03-29,United States,Paraguay,0.0,1.0,2
230,34705,2011-04-20,Argentina,Ecuador,2.0,2.0,0
231,34715,2011-05-25,Argentina,Paraguay,4.0,2.0,1
232,34723,2011-05-28,Mexico,Ecuador,1.0,1.0,0
233,34726,2011-05-29,El Salvador,Honduras,2.0,2.0,0
234,34728,2011-05-29,Germany,Uruguay,2.0,1.0,1
235,34734,2011-06-01,Canada,Ecuador,2.0,2.0,0
236,34736,2011-06-01,Japan,Peru,0.0,0.0,0
237,34737,2011-06-01,Mexico,New Zealand,3.0,0.0,1
238,34738,2011-06-01,Nigeria,Argentina,4.0,1.0,1
239,34741,2011-06-03,Austria,Germany,1.0,2.0,2
240,34742,2011-06-03,Belarus,France,1.0,1.0,0
241,34743,2011-06-03,Belgium,Turkey,1.0,1.0,0
242,34744,2011-06-03,Croatia,Georgia,2.0,1.0,1
243,34747,2011-06-03,Italy,Estonia,3.0,0.0,1
244,34749,2011-06-03,South Korea,Serbia,2.0,1.0,1
245,34753,2011-06-03,Romania,Bosnia and Herzegovina,3.0,0.0,1
246,34755,2011-06-03,Ghana,Congo,3.0,1.0,1
247,34757,2011-06-04,Brazil,Netherlands,0.0,0.0,0
248,34758,2011-06-04,Cameroon,Senegal,0.0,0.0,0
249,34760,2011-06-04,England,Switzerland,2.0,2.0,0
250,34761,2011-06-04,Greece,Malta,3.0,1.0,1
251,34766,2011-06-04,Morocco,Algeria,4.0,0.0,1
252,34769,2011-06-04,Portugal,Norway,1.0,0.0,1
253,34770,2011-06-04,Russia,Armenia,3.0,1.0,1
254,34774,2011-06-04,United States,Spain,0.0,4.0,2
255,34777,2011-06-05,Australia,New Zealand,3.0,0.0,1
256,34778,2011-06-05,Benin,Ivory Coast,2.0,6.0,2
257,34783,2011-06-05,Costa Rica,Cuba,5.0,0.0,1
258,34785,2011-06-05,Ethiopia,Nigeria,2.0,2.0,0
259,34789,2011-06-05,Mexico,El Salvador,5.0,0.0,1
260,34790,2011-06-05,Poland,Argentina,2.0,1.0,1
261,34794,2011-06-06,Honduras,Guatemala,0.0,0.0,0
262,34796,2011-06-06,Ukraine,France,1.0,4.0,2
263,34797,2011-06-07,Australia,Serbia,0.0,0.0,0
264,34799,2011-06-07,Azerbaijan,Germany,1.0,3.0,2
265,34801,2011-06-07,Bosnia and Herzegovina,Albania,2.0,0.0,1
266,34802,2011-06-07,Brazil,Romania,1.0,0.0,1
267,34803,2011-06-07,Ecuador,Greece,1.0,1.0,0
268,34806,2011-06-07,Italy,Republic of Ireland,0.0,2.0,2
269,34807,2011-06-07,Japan,Czech Republic,0.0,0.0,0
270,34808,2011-06-07,South Korea,Ghana,2.0,1.0,1
271,34812,2011-06-07,Russia,Cameroon,0.0,0.0,0
272,34815,2011-06-07,United States,Canada,2.0,0.0,1
273,34816,2011-06-07,Venezuela,Spain,0.0,3.0,2
274,34818,2011-06-08,Uruguay,Netherlands,1.0,1.0,0
275,34819,2011-06-09,Costa Rica,El Salvador,1.0,1.0,0
276,34820,2011-06-09,Cuba,Mexico,0.0,5.0,2
277,34821,2011-06-09,Poland,France,0.0,1.0,2
278,34822,2011-06-10,Grenada,Honduras,1.0,7.0,2
279,34825,2011-06-11,Mexico,Venezuela,0.0,3.0,2
280,34827,2011-06-11,United States,Panama,1.0,2.0,2
281,34829,2011-06-12,Mexico,Costa Rica,4.0,1.0,1
282,34832,2011-06-13,Honduras,Jamaica,0.0,1.0,2
283,34834,2011-06-14,United States,Guadeloupe,1.0,0.0,1
284,34836,2011-06-18,Costa Rica,Honduras,1.0,1.0,0
285,34838,2011-06-18,Mexico,Guatemala,2.0,1.0,1
286,34839,2011-06-19,Chile,Estonia,4.0,0.0,1
287,34842,2011-06-19,United States,Jamaica,2.0,0.0,1
288,34843,2011-06-20,Argentina,Albania,4.0,0.0,1
289,34844,2011-06-22,Honduras,Mexico,0.0,2.0,2
290,34845,2011-06-22,United States,Panama,1.0,0.0,1
291,34846,2011-06-23,Uruguay,Estonia,3.0,0.0,1
292,34847,2011-06-23,Paraguay,Chile,0.0,0.0,0
293,34848,2011-06-25,Colombia,Senegal,2.0,0.0,1
294,34850,2011-06-25,United States,Mexico,2.0,4.0,2
295,34858,2011-06-27,Bolivia,Mexico,0.0,1.0,2
296,34889,2011-07-01,Argentina,Bolivia,1.0,1.0,0
297,34892,2011-07-02,Colombia,Costa Rica,1.0,0.0,1
298,34896,2011-07-03,Brazil,Venezuela,0.0,0.0,0
299,34902,2011-07-03,Paraguay,Ecuador,0.0,0.0,0
300,34906,2011-07-04,Chile,Mexico,2.0,1.0,1
301,34907,2011-07-04,Uruguay,Peru,1.0,1.0,0
302,34909,2011-07-06,Argentina,Colombia,0.0,0.0,0
303,34912,2011-07-07,Bolivia,Costa Rica,0.0,2.0,2
304,34917,2011-07-08,Peru,Mexico,1.0,0.0,1
305,34918,2011-07-08,Uruguay,Chile,1.0,1.0,0
306,34920,2011-07-09,Brazil,Paraguay,2.0,2.0,0
307,34923,2011-07-09,Venezuela,Ecuador,1.0,0.0,1
308,34925,2011-07-10,Colombia,Bolivia,2.0,0.0,1
309,34928,2011-07-11,Argentina,Costa Rica,3.0,0.0,1
310,34929,2011-07-12,Chile,Peru,1.0,0.0,1
311,34931,2011-07-12,Uruguay,Mexico,1.0,0.0,1
312,34932,2011-07-13,Brazil,Ecuador,4.0,2.0,1
313,34940,2011-07-16,Argentina,Uruguay,1.0,1.0,0
314,34941,2011-07-16,Colombia,Peru,0.0,2.0,2
315,34945,2011-07-17,Brazil,Paraguay,0.0,0.0,0
316,34946,2011-07-17,Chile,Venezuela,1.0,2.0,2
317,34947,2011-07-17,Iran,Madagascar,1.0,0.0,1
318,34951,2011-07-19,Peru,Uruguay,0.0,2.0,2
319,34954,2011-07-23,Iran,Maldives,4.0,0.0,1
320,34970,2011-07-24,Uruguay,Paraguay,3.0,0.0,1
321,34980,2011-07-28,Maldives,Iran,0.0,1.0,2
322,35004,2011-08-10,Bosnia and Herzegovina,Greece,0.0,0.0,0
323,35007,2011-08-10,Costa Rica,Ecuador,0.0,2.0,2
324,35010,2011-08-10,France,Chile,1.0,1.0,0
325,35013,2011-08-10,Germany,Brazil,3.0,2.0,1
326,35014,2011-08-10,Honduras,Venezuela,2.0,0.0,1
327,35016,2011-08-10,Republic of Ireland,Croatia,0.0,0.0,0
328,35017,2011-08-10,Israel,Ivory Coast,3.0,4.0,2
329,35018,2011-08-10,Italy,Spain,2.0,1.0,1
330,35019,2011-08-10,Japan,South Korea,3.0,0.0,1
331,35024,2011-08-10,Liechtenstein,Switzerland,1.0,2.0,2
332,35032,2011-08-10,Portugal,Luxembourg,5.0,0.0,1
333,35033,2011-08-10,Russia,Serbia,1.0,0.0,1
334,35037,2011-08-10,Slovenia,Belgium,0.0,0.0,0
335,35042,2011-08-10,United States,Mexico,1.0,1.0,0
336,35043,2011-08-10,Wales,Australia,1.0,2.0,2
337,35087,2011-09-02,Albania,France,1.0,2.0,2
338,35090,2011-09-02,Argentina,Venezuela,1.0,0.0,1
339,35091,2011-09-02,Australia,Thailand,2.0,1.0,1
340,35092,2011-09-02,Azerbaijan,Belgium,1.0,1.0,0
341,35094,2011-09-02,Belarus,Bosnia and Herzegovina,0.0,2.0,2
342,35095,2011-09-02,Bulgaria,England,0.0,3.0,2
343,35098,2011-09-02,Cyprus,Portugal,0.0,4.0,2
344,35100,2011-09-02,Ecuador,Jamaica,5.0,2.0,1
345,35102,2011-09-02,Faroe Islands,Italy,0.0,1.0,2
346,35105,2011-09-02,Germany,Austria,6.0,2.0,1
347,35106,2011-09-02,Ghana,Eswatini,2.0,0.0,1
348,35111,2011-09-02,Iran,Indonesia,3.0,0.0,1
349,35114,2011-09-02,Israel,Greece,0.0,1.0,2
350,35115,2011-09-02,Japan,North Korea,1.0,0.0,1
351,35116,2011-09-02,South Korea,Lebanon,6.0,0.0,1
352,35119,2011-09-02,Malta,Croatia,1.0,3.0,2
353,35120,2011-09-02,Netherlands,San Marino,11.0,0.0,1
354,35126,2011-09-02,Poland,Mexico,1.0,1.0,0
355,35127,2011-09-02,Russia,North Macedonia,1.0,0.0,1
356,35129,2011-09-02,Spain,Chile,3.0,2.0,1
357,35135,2011-09-02,Ukraine,Uruguay,2.0,3.0,2
358,35137,2011-09-02,United States,Costa Rica,0.0,1.0,2
359,35141,2011-09-03,Cameroon,Mauritius,5.0,0.0,1
360,35144,2011-09-03,Honduras,Colombia,0.0,2.0,2
361,35152,2011-09-03,Rwanda,Ivory Coast,0.0,5.0,2
362,35157,2011-09-03,Tanzania,Algeria,1.0,1.0,0
363,35164,2011-09-04,Madagascar,Nigeria,0.0,2.0,2
364,35165,2011-09-04,Mexico,Chile,1.0,0.0,1
365,35171,2011-09-05,Brazil,Ghana,1.0,0.0,1
366,35176,2011-09-06,Argentina,Nigeria,3.0,1.0,1
367,35180,2011-09-06,Belgium,United States,1.0,0.0,1
368,35182,2011-09-06,Bosnia and Herzegovina,Belarus,1.0,0.0,1
369,35184,2011-09-06,Croatia,Israel,3.0,1.0,1
370,35189,2011-09-06,Ecuador,Costa Rica,4.0,0.0,1
371,35190,2011-09-06,England,Wales,1.0,0.0,1
372,35192,2011-09-06,Finland,Netherlands,0.0,2.0,2
373,35195,2011-09-06,Honduras,Paraguay,0.0,3.0,2
374,35198,2011-09-06,Italy,Slovenia,1.0,0.0,1
375,35199,2011-09-06,Jamaica,Colombia,0.0,2.0,2
376,35202,2011-09-06,Kuwait,South Korea,1.0,1.0,0
377,35203,2011-09-06,Latvia,Greece,1.0,1.0,0
378,35210,2011-09-06,Poland,Germany,2.0,2.0,0
379,35212,2011-09-06,Qatar,Iran,1.0,1.0,0
380,35213,2011-09-06,Romania,France,0.0,0.0,0
381,35214,2011-09-06,Russia,Republic of Ireland,0.0,0.0,0
382,35216,2011-09-06,Saudi Arabia,Australia,1.0,3.0,2
383,35221,2011-09-06,Spain,Liechtenstein,6.0,0.0,1
384,35223,2011-09-06,Switzerland,Bulgaria,3.0,1.0,1
385,35225,2011-09-06,Uzbekistan,Japan,1.0,1.0,0
386,35234,2011-09-14,Argentina,Brazil,0.0,0.0,0
387,35238,2011-09-28,Brazil,Argentina,2.0,0.0,1
388,35249,2011-10-05,Iran,Palestine,7.0,0.0,1
389,35253,2011-10-07,Argentina,Chile,4.0,1.0,1
390,35255,2011-10-07,Australia,Malaysia,5.0,0.0,1
391,35258,2011-10-07,Belgium,Kazakhstan,4.0,1.0,1
392,35261,2011-10-07,Bosnia and Herzegovina,Luxembourg,5.0,0.0,1
393,35263,2011-10-07,DR Congo,Cameroon,2.0,3.0,2
394,35264,2011-10-07,Costa Rica,Brazil,0.0,1.0,2
395,35267,2011-10-07,Czech Republic,Spain,0.0,2.0,2
396,35270,2011-10-07,Ecuador,Venezuela,2.0,0.0,1
397,35272,2011-10-07,France,Albania,3.0,0.0,1
398,35274,2011-10-07,Greece,Croatia,2.0,0.0,1
399,35276,2011-10-07,Japan,Vietnam,1.0,0.0,1
400,35277,2011-10-07,South Korea,Poland,2.0,2.0,0
401,35279,2011-10-07,Montenegro,England,2.0,2.0,0
402,35280,2011-10-07,Netherlands,Moldova,1.0,0.0,1
403,35283,2011-10-07,Portugal,Iceland,5.0,3.0,1
404,35286,2011-10-07,Serbia,Italy,1.0,1.0,0
405,35288,2011-10-07,Slovakia,Russia,0.0,1.0,2
406,35290,2011-10-07,Turkey,Germany,1.0,3.0,2
407,35292,2011-10-07,Uruguay,Bolivia,4.0,2.0,1
408,35294,2011-10-07,Wales,Switzerland,2.0,0.0,1
409,35305,2011-10-08,Nigeria,Guinea,2.0,2.0,0
410,35307,2011-10-08,Sudan,Ghana,0.0,2.0,2
411,35311,2011-10-08,United States,Honduras,1.0,0.0,1
412,35313,2011-10-09,Algeria,Central African Republic,2.0,0.0,1
413,35315,2011-10-09,Ivory Coast,Burundi,2.0,1.0,1
414,35320,2011-10-11,Australia,Oman,3.0,0.0,1
415,35323,2011-10-11,Bolivia,Colombia,1.0,2.0,2
416,35326,2011-10-11,Chile,Peru,4.0,2.0,1
417,35328,2011-10-11,Croatia,Latvia,2.0,0.0,1
418,35329,2011-10-11,Denmark,Portugal,2.0,1.0,1
419,35331,2011-10-11,Equatorial Guinea,Cameroon,1.0,1.0,0
420,35333,2011-10-11,France,Bosnia and Herzegovina,1.0,1.0,0
421,35334,2011-10-11,Georgia,Greece,1.0,2.0,2
422,35335,2011-10-11,Germany,Belgium,3.0,1.0,1
423,35336,2011-10-11,Ghana,Nigeria,0.0,0.0,0
424,35339,2011-10-11,Honduras,Jamaica,2.0,1.0,1
425,35342,2011-10-11,Iran,Bahrain,6.0,0.0,1
426,35344,2011-10-11,Italy,Northern Ireland,3.0,0.0,1
427,35345,2011-10-11,Japan,Tajikistan,8.0,0.0,1
428,35348,2011-10-11,South Korea,United Arab Emirates,2.0,1.0,1
429,35353,2011-10-11,Mexico,Brazil,1.0,2.0,2
