,index,date,home_team,away_team,home_score,away_score
160,1774,1933-06-11,Sweden,Estonia,6.0,2.0
161,1777,1933-06-18,Sweden,Denmark,2.0,3.0
162,1779,1933-06-29,Lithuania,Sweden,0.0,2.0
163,1780,1933-07-02,Sweden,Hungary,5.0,2.0
164,1781,1933-07-04,Latvia,Sweden,1.0,1.0
165,1782,1933-07-14,Sweden,Finland,2.0,0.0
166,1784,1933-08-06,Yugoslavia,Czechoslovakia,2.0,1.0
167,1795,1933-09-17,Czechoslovakia,Austria,3.0,3.0
168,1796,1933-09-17,Hungary,Switzerland,3.0,0.0
169,1797,1933-09-24,Norway,Sweden,0.0,1.0
170,1798,1933-09-24,Yugoslavia,Switzerland,2.0,2.0
171,1799,1933-10-01,Austria,Hungary,2.0,2.0
172,1806,1933-10-15,Poland,Czechoslovakia,1.0,2.0
173,1807,1933-10-22,Germany,Belgium,8.0,1.0
174,1808,1933-10-22,Hungary,Italy,0.0,1.0
175,1813,1933-10-29,Switzerland,Romania,2.0,2.0
176,1818,1933-11-05,Germany,Norway,2.0,2.0
177,1821,1933-11-19,Switzerland,Germany,0.0,2.0
178,1822,1933-11-26,Belgium,Denmark,2.0,2.0
179,1823,1933-11-29,Scotland,Austria,2.0,2.0
180,1824,1933-12-03,Germany,Poland,1.0,0.0
181,1825,1933-12-03,Italy,Switzerland,5.0,2.0
182,1826,1933-12-06,England,France,4.0,1.0
183,1827,1933-12-10,Netherlands,Austria,0.0,1.0
184,1828,1933-12-14,Uruguay,Argentina,0.0,1.0
185,1829,1934-01-14,Germany,Hungary,3.0,1.0
186,1830,1934-01-21,Belgium,France,2.0,3.0
187,1833,1934-02-02,Catalonia,Spain,0.0,2.0
188,1835,1934-02-11,Italy,Austria,2.0,4.0
189,1836,1934-02-25,Republic of Ireland,Belgium,4.0,4.0
190,1838,1934-03-11,France,Switzerland,0.0,1.0
191,1839,1934-03-11,Luxembourg,Germany,1.0,9.0
192,1841,1934-03-11,Netherlands,Belgium,9.0,3.0
193,1842,1934-03-11,Spain,Portugal,9.0,0.0
194,1844,1934-03-16,Egypt,Israel,7.0,1.0
195,1847,1934-03-18,Portugal,Spain,1.0,2.0
196,1848,1934-03-25,Bulgaria,Hungary,1.0,4.0
197,1849,1934-03-25,France,Czechoslovakia,1.0,2.0
198,1850,1934-03-25,Italy,Greece,4.0,0.0
199,1851,1934-03-25,Switzerland,Austria,2.0,3.0
200,1853,1934-04-06,Israel,Egypt,1.0,4.0
201,1854,1934-04-08,Netherlands,Republic of Ireland,5.0,2.0
202,1857,1934-04-15,Austria,Hungary,5.0,2.0
203,1858,1934-04-15,Luxembourg,France,1.0,6.0
204,1859,1934-04-25,Austria,Bulgaria,6.0,1.0
205,1861,1934-04-29,Hungary,Bulgaria,4.0,1.0
206,1862,1934-04-29,Belgium,Netherlands,2.0,4.0
207,1863,1934-04-29,Czechoslovakia,Hungary,2.0,2.0
208,1864,1934-04-29,Romania,Yugoslavia,2.0,1.0
209,1865,1934-05-10,Hungary,England,2.0,1.0
210,1866,1934-05-10,Netherlands,France,4.0,5.0
211,1871,1934-05-16,Czechoslovakia,England,2.0,1.0
212,1875,1934-05-23,Sweden,Poland,4.0,2.0
213,1876,1934-05-24,Mexico,United States,2.0,4.0
