,index,date,home_team,away_team,home_score,away_score
74,42000,2018-10-16,South Korea,Panama,2.0,2.0
75,42003,2018-10-16,Mexico,Chile,0.0,1.0
76,42004,2018-10-16,Oman,Ecuador,0.0,0.0
77,42007,2018-10-16,United States,Peru,1.0,1.0
78,42008,2018-10-16,Uzbekistan,Qatar,2.0,0.0
79,42010,2018-10-16,Malawi,Cameroon,0.0,0.0
80,42019,2018-10-16,Argentina,Brazil,0.0,1.0
81,42021,2018-10-16,Canada,Dominica,5.0,0.0
82,42024,2018-10-16,Sudan,Senegal,0.0,1.0
83,42025,2018-10-16,Comoros,Morocco,2.0,2.0
84,42032,2018-10-16,Niger,Tunisia,1.0,2.0
85,42049,2018-11-14,Switzerland,Qatar,0.0,1.0
86,42051,2018-11-15,Belgium,Iceland,2.0,0.0
87,42052,2018-11-15,Croatia,Spain,3.0,2.0
88,42060,2018-11-15,England,United States,3.0,0.0
89,42061,2018-11-15,Germany,Russia,3.0,0.0
90,42062,2018-11-15,Iran,Trinidad and Tobago,1.0,0.0
91,42064,2018-11-15,Peru,Ecuador,0.0,2.0
92,42065,2018-11-15,Poland,Czech Republic,0.0,1.0
93,42068,2018-11-16,Netherlands,France,2.0,0.0
94,42070,2018-11-16,Wales,Denmark,1.0,2.0
95,42075,2018-11-16,Argentina,Mexico,2.0,0.0
96,42076,2018-11-16,Brazil,Uruguay,1.0,0.0
97,42077,2018-11-16,Chile,Costa Rica,2.0,3.0
98,42079,2018-11-16,Japan,Venezuela,1.0,1.0
99,42082,2018-11-16,Saudi Arabia,Yemen,1.0,0.0
100,42086,2018-11-16,Morocco,Cameroon,2.0,0.0
101,42088,2018-11-16,Egypt,Tunisia,3.0,2.0
102,42095,2018-11-17,Italy,Portugal,0.0,0.0
103,42098,2018-11-17,Serbia,Montenegro,2.0,1.0
104,42102,2018-11-17,Australia,South Korea,1.0,1.0
105,42107,2018-11-17,Equatorial Guinea,Senegal,0.0,1.0
106,42119,2018-11-18,Switzerland,Belgium,5.0,2.0
107,42120,2018-11-18,England,Croatia,2.0,1.0
108,42126,2018-11-18,Spain,Bosnia and Herzegovina,1.0,0.0
109,42127,2018-11-18,Ethiopia,Ghana,0.0,2.0
110,42135,2018-11-18,Saint Kitts and Nevis,Canada,0.0,1.0
111,42144,2018-11-19,Germany,Netherlands,2.0,2.0
112,42146,2018-11-19,Denmark,Republic of Ireland,0.0,0.0
113,42153,2018-11-19,Iceland,Qatar,2.0,2.0
114,42157,2018-11-20,Portugal,Poland,1.0,1.0
115,42161,2018-11-20,Serbia,Lithuania,4.0,1.0
116,42164,2018-11-20,Albania,Wales,1.0,0.0
117,42165,2018-11-20,Argentina,Mexico,2.0,0.0
118,42166,2018-11-20,Australia,Lebanon,3.0,0.0
119,42167,2018-11-20,Brazil,Cameroon,1.0,0.0
120,42171,2018-11-20,France,Uruguay,1.0,0.0
121,42172,2018-11-20,Iran,Venezuela,1.0,1.0
122,42174,2018-11-20,Italy,United States,1.0,0.0
123,42175,2018-11-20,Japan,Kyrgyzstan,4.0,0.0
124,42176,2018-11-20,Jordan,Saudi Arabia,1.0,1.0
125,42177,2018-11-20,South Korea,Uzbekistan,4.0,0.0
126,42180,2018-11-20,Panama,Ecuador,1.0,2.0
127,42181,2018-11-20,Peru,Costa Rica,2.0,3.0
128,42183,2018-11-20,Tunisia,Morocco,0.0,1.0
129,42207,2018-12-23,Qatar,Jordan,2.0,0.0
130,42209,2018-12-24,Palestine,Iran,1.0,1.0
131,42211,2018-12-25,Qatar,Kyrgyzstan,1.0,0.0
132,42215,2018-12-27,Qatar,Algeria,0.0,1.0
133,42220,2018-12-30,Australia,Oman,5.0,0.0
134,42222,2018-12-31,South Korea,Saudi Arabia,0.0,0.0
135,42225,2018-12-31,Qatar,Iran,1.0,2.0
136,42229,2019-01-06,Australia,Jordan,0.0,1.0
137,42232,2019-01-07,South Korea,Philippines,1.0,0.0
138,42233,2019-01-07,Iran,Yemen,5.0,0.0
139,42236,2019-01-08,Saudi Arabia,North Korea,4.0,0.0
140,42237,2019-01-09,Qatar,Lebanon,2.0,0.0
141,42238,2019-01-09,Japan,Turkmenistan,3.0,2.0
142,42245,2019-01-11,Palestine,Australia,0.0,3.0
143,42247,2019-01-11,Kyrgyzstan,South Korea,0.0,1.0
144,42248,2019-01-12,Vietnam,Iran,0.0,2.0
145,42250,2019-01-12,Lebanon,Saudi Arabia,0.0,2.0
146,42251,2019-01-13,North Korea,Qatar,0.0,6.0
147,42252,2019-01-13,Oman,Japan,0.0,1.0
148,42257,2019-01-15,Australia,Syria,3.0,2.0
149,42259,2019-01-16,South Korea,China,2.0,0.0
150,42261,2019-01-16,Iran,Iraq,0.0,0.0
151,42264,2019-01-17,Saudi Arabia,Qatar,0.0,2.0
152,42265,2019-01-17,Japan,Uzbekistan,2.0,1.0
153,42267,2019-01-20,Iran,Oman,2.0,0.0
154,42270,2019-01-21,Australia,Uzbekistan,0.0,0.0
155,42271,2019-01-21,Japan,Saudi Arabia,1.0,0.0
156,42273,2019-01-22,South Korea,Bahrain,2.0,1.0
157,42274,2019-01-22,Qatar,Iraq,1.0,0.0
158,42275,2019-01-24,China,Iran,0.0,3.0
159,42276,2019-01-24,Vietnam,Japan,0.0,1.0
160,42277,2019-01-25,South Korea,Qatar,0.0,1.0
161,42278,2019-01-25,United Arab Emirates,Australia,1.0,0.0
162,42279,2019-01-27,United States,Panama,3.0,0.0
163,42280,2019-01-28,Iran,Japan,0.0,3.0
164,42281,2019-01-29,United Arab Emirates,Qatar,0.0,4.0
165,42282,2019-02-01,Japan,Qatar,1.0,3.0
166,42283,2019-02-02,United States,Costa Rica,2.0,0.0
167,42296,2019-03-20,Germany,Serbia,1.0,1.0
168,42297,2019-03-20,Wales,Trinidad and Tobago,1.0,0.0
169,42298,2019-03-21,Kosovo,Denmark,2.0,2.0
170,42301,2019-03-21,United Arab Emirates,Saudi Arabia,2.0,1.0
171,42302,2019-03-21,United States,Ecuador,1.0,0.0
172,42304,2019-03-21,Netherlands,Belarus,4.0,0.0
173,42305,2019-03-21,Croatia,Azerbaijan,2.0,1.0
174,42307,2019-03-21,Austria,Poland,0.0,1.0
175,42311,2019-03-21,Belgium,Russia,3.0,1.0
176,42314,2019-03-22,Argentina,Venezuela,1.0,3.0
177,42315,2019-03-22,Guatemala,Costa Rica,1.0,0.0
178,42316,2019-03-22,Japan,Colombia,0.0,1.0
179,42317,2019-03-22,South Korea,Bolivia,1.0,0.0
180,42318,2019-03-22,Mexico,Chile,3.0,1.0
181,42321,2019-03-22,England,Czech Republic,5.0,0.0
182,42322,2019-03-22,Portugal,Ukraine,0.0,0.0
183,42326,2019-03-22,Moldova,France,1.0,4.0
184,42333,2019-03-22,Malawi,Morocco,0.0,0.0
185,42337,2019-03-22,Tunisia,Eswatini,4.0,0.0
186,42338,2019-03-23,Brazil,Panama,1.0,1.0
187,42341,2019-03-23,Georgia,Switzerland,0.0,2.0
188,42345,2019-03-23,Spain,Norway,2.0,1.0
189,42349,2019-03-23,Senegal,Madagascar,2.0,0.0
190,42350,2019-03-23,Cameroon,Comoros,3.0,0.0
191,42352,2019-03-23,Ghana,Kenya,1.0,0.0
192,42369,2019-03-24,Netherlands,Germany,2.0,3.0
193,42370,2019-03-24,Wales,Slovakia,1.0,0.0
194,42371,2019-03-24,Hungary,Croatia,2.0,1.0
195,42373,2019-03-24,Poland,Latvia,2.0,0.0
196,42377,2019-03-24,Cyprus,Belgium,0.0,2.0
197,42385,2019-03-24,Canada,French Guiana,4.0,1.0
198,42396,2019-03-25,Saudi Arabia,Equatorial Guinea,3.0,2.0
199,42398,2019-03-25,Montenegro,England,1.0,5.0
200,42399,2019-03-25,Portugal,Serbia,1.0,1.0
201,42403,2019-03-25,France,Iceland,4.0,0.0
202,42404,2019-03-26,Algeria,Tunisia,1.0,0.0
203,42405,2019-03-26,Costa Rica,Jamaica,1.0,0.0
204,42406,2019-03-26,Czech Republic,Brazil,1.0,3.0
205,42407,2019-03-26,Ghana,Mauritania,3.0,1.0
206,42409,2019-03-26,Honduras,Ecuador,0.0,0.0
207,42411,2019-03-26,Japan,Bolivia,1.0,0.0
208,42412,2019-03-26,South Korea,Colombia,2.0,1.0
209,42413,2019-03-26,Morocco,Argentina,0.0,1.0
210,42416,2019-03-26,Paraguay,Mexico,2.0,4.0
211,42418,2019-03-26,Senegal,Mali,2.0,1.0
212,42420,2019-03-26,United States,Chile,1.0,1.0
213,42422,2019-03-26,Switzerland,Denmark,3.0,3.0
214,42423,2019-03-26,Malta,Spain,0.0,2.0
215,42448,2019-06-01,Venezuela,Ecuador,1.0,1.0
216,42453,2019-06-02,France,Bolivia,2.0,0.0
217,42476,2019-06-05,Brazil,Qatar,2.0,0.0
218,42477,2019-06-05,Japan,Trinidad and Tobago,0.0,0.0
219,42478,2019-06-05,Mexico,Venezuela,3.0,1.0
220,42480,2019-06-05,Peru,Costa Rica,1.0,0.0
221,42481,2019-06-05,United States,Jamaica,0.0,1.0
222,42482,2019-06-05,Portugal,Switzerland,3.0,1.0
223,42486,2019-06-06,Iran,Syria,5.0,0.0
224,42489,2019-06-06,England,Netherlands,1.0,3.0
225,42502,2019-06-07,Ukraine,Serbia,5.0,0.0
226,42504,2019-06-07,Denmark,Republic of Ireland,1.0,1.0
227,42505,2019-06-07,Faroe Islands,Spain,1.0,4.0
228,42509,2019-06-07,North Macedonia,Poland,0.0,1.0
229,42513,2019-06-07,Argentina,Nicaragua,5.0,1.0
230,42518,2019-06-07,South Korea,Australia,1.0,0.0
231,42519,2019-06-07,Tunisia,Iraq,2.0,0.0
232,42520,2019-06-07,Uruguay,Panama,3.0,0.0
233,42524,2019-06-08,Belarus,Germany,0.0,2.0
234,42525,2019-06-08,Croatia,Wales,2.0,1.0
235,42529,2019-06-08,Turkey,France,2.0,0.0
236,42532,2019-06-08,Belgium,Kazakhstan,3.0,0.0
237,42543,2019-06-09,Brazil,Honduras,7.0,0.0
238,42544,2019-06-09,Cameroon,Zambia,2.0,1.0
239,42546,2019-06-09,Japan,El Salvador,2.0,0.0
240,42547,2019-06-09,Mexico,Ecuador,3.0,2.0
241,42551,2019-06-09,United States,Venezuela,0.0,3.0
242,42552,2019-06-09,Switzerland,England,0.0,0.0
243,42553,2019-06-09,Portugal,Netherlands,1.0,0.0
244,42557,2019-06-10,Serbia,Lithuania,4.0,1.0
245,42560,2019-06-10,Denmark,Georgia,5.0,1.0
246,42563,2019-06-10,Spain,Sweden,3.0,0.0
247,42565,2019-06-10,Poland,Israel,4.0,0.0
248,42568,2019-06-11,Germany,Estonia,8.0,0.0
249,42571,2019-06-11,Hungary,Wales,1.0,0.0
250,42574,2019-06-11,Andorra,France,0.0,4.0
251,42576,2019-06-11,Belgium,Scotland,3.0,0.0
252,42584,2019-06-11,Croatia,Tunisia,1.0,2.0
253,42587,2019-06-11,South Korea,Iran,1.0,1.0
254,42597,2019-06-12,Morocco,Gambia,0.0,1.0
255,42600,2019-06-14,Cameroon,Mali,1.0,1.0
256,42602,2019-06-14,Brazil,Bolivia,3.0,0.0
257,42604,2019-06-15,Argentina,Colombia,0.0,2.0
258,42605,2019-06-15,Canada,Martinique,4.0,0.0
259,42606,2019-06-15,Mexico,Cuba,7.0,0.0
260,42607,2019-06-15,Ghana,South Africa,0.0,0.0
261,42616,2019-06-16,Paraguay,Qatar,2.0,2.0
262,42617,2019-06-16,Uruguay,Ecuador,4.0,0.0
263,42619,2019-06-16,Costa Rica,Nicaragua,4.0,0.0
264,42622,2019-06-16,Morocco,Zambia,2.0,3.0
265,42623,2019-06-16,Senegal,Nigeria,1.0,0.0
266,42628,2019-06-17,Japan,Chile,0.0,4.0
267,42631,2019-06-17,Tunisia,Burundi,2.0,1.0
268,42637,2019-06-18,Brazil,Venezuela,0.0,0.0
269,42639,2019-06-18,United States,Guyana,4.0,0.0
270,42641,2019-06-19,Colombia,Qatar,1.0,0.0
271,42642,2019-06-19,Argentina,Paraguay,1.0,1.0
272,42644,2019-06-19,Mexico,Canada,3.0,1.0
273,42651,2019-06-20,Uruguay,Japan,2.0,2.0
274,42653,2019-06-20,Costa Rica,Bermuda,2.0,1.0
275,42657,2019-06-21,Ecuador,Chile,1.0,2.0
276,42665,2019-06-22,United States,Trinidad and Tobago,6.0,0.0
277,42666,2019-06-22,Brazil,Peru,5.0,0.0
278,42667,2019-06-23,Senegal,Tanzania,2.0,0.0
279,42669,2019-06-23,Morocco,Namibia,1.0,0.0
280,42671,2019-06-23,Qatar,Argentina,0.0,2.0
281,42672,2019-06-23,Canada,Cuba,7.0,0.0
282,42673,2019-06-23,Martinique,Mexico,2.0,3.0
283,42675,2019-06-24,Tunisia,Angola,1.0,1.0
284,42677,2019-06-24,Chile,Uruguay,0.0,1.0
285,42678,2019-06-24,Ecuador,Japan,1.0,1.0
286,42680,2019-06-24,Haiti,Costa Rica,2.0,1.0
287,42681,2019-06-25,Cameroon,Guinea-Bissau,2.0,0.0
288,42682,2019-06-25,Ghana,Benin,2.0,2.0
289,42690,2019-06-26,United States,Panama,1.0,0.0
290,42692,2019-06-27,Senegal,Algeria,0.0,1.0
291,42694,2019-06-27,Brazil,Paraguay,0.0,0.0
292,42695,2019-06-28,Morocco,Ivory Coast,1.0,0.0
293,42697,2019-06-28,Tunisia,Mali,1.0,1.0
294,42699,2019-06-28,Venezuela,Argentina,0.0,2.0
295,42701,2019-06-29,Cameroon,Ghana,0.0,0.0
296,42703,2019-06-29,Uruguay,Peru,0.0,0.0
297,42704,2019-06-29,Haiti,Canada,3.0,2.0
298,42705,2019-06-29,Mexico,Costa Rica,1.0,1.0
299,42711,2019-06-30,United States,Curaçao,1.0,0.0
300,42712,2019-07-01,Kenya,Senegal,0.0,3.0
301,42715,2019-07-01,South Africa,Morocco,0.0,1.0
302,42717,2019-07-02,Mauritania,Tunisia,0.0,0.0
303,42718,2019-07-02,Benin,Cameroon,0.0,0.0
304,42719,2019-07-02,Guinea-Bissau,Ghana,0.0,2.0
305,42720,2019-07-02,Brazil,Argentina,2.0,0.0
306,42721,2019-07-02,Haiti,Mexico,0.0,1.0
307,42723,2019-07-03,United States,Jamaica,3.0,1.0
308,42724,2019-07-05,Morocco,Benin,1.0,1.0
309,42725,2019-07-05,Uganda,Senegal,0.0,1.0
310,42727,2019-07-06,Nigeria,Cameroon,3.0,2.0
311,42728,2019-07-06,Argentina,Chile,2.0,1.0
312,42731,2019-07-07,Brazil,Peru,3.0,1.0
313,42732,2019-07-07,United States,Mexico,0.0,1.0
314,42734,2019-07-08,Ghana,Tunisia,1.0,1.0
315,42742,2019-07-10,Senegal,Benin,1.0,0.0
316,42749,2019-07-11,Madagascar,Tunisia,0.0,3.0
317,42756,2019-07-14,Senegal,Tunisia,1.0,0.0
318,42763,2019-07-17,Tunisia,Nigeria,0.0,1.0
319,42772,2019-07-19,Senegal,Algeria,0.0,1.0
320,42791,2019-08-04,Saudi Arabia,Kuwait,1.0,2.0
321,42794,2019-08-07,Bahrain,Saudi Arabia,0.0,0.0
322,42799,2019-08-10,Jordan,Saudi Arabia,3.0,0.0
323,42823,2019-09-05,Argentina,Chile,0.0,0.0
324,42825,2019-09-05,South Korea,Georgia,2.0,2.0
325,42828,2019-09-05,Peru,Ecuador,0.0,1.0
326,42829,2019-09-05,Saudi Arabia,Mali,1.0,1.0
327,42830,2019-09-05,Republic of Ireland,Switzerland,1.0,1.0
328,42831,2019-09-05,Gibraltar,Denmark,0.0,6.0
329,42834,2019-09-05,Romania,Spain,1.0,2.0
330,42839,2019-09-05,Japan,Paraguay,2.0,0.0
331,42856,2019-09-05,Qatar,Afghanistan,6.0,0.0
332,42866,2019-09-06,Brazil,Colombia,2.0,2.0
333,42867,2019-09-06,Costa Rica,Uruguay,1.0,2.0
334,42869,2019-09-06,Morocco,Burkina Faso,1.0,1.0
335,42870,2019-09-06,Tunisia,Mauritania,1.0,0.0
336,42871,2019-09-06,United States,Mexico,0.0,3.0
337,42873,2019-09-06,Germany,Netherlands,2.0,4.0
338,42874,2019-09-06,Wales,Azerbaijan,2.0,1.0
339,42875,2019-09-06,Slovakia,Croatia,0.0,4.0
340,42877,2019-09-06,Slovenia,Poland,2.0,0.0
341,42880,2019-09-06,San Marino,Belgium,0.0,4.0
342,42890,2019-09-07,England,Bulgaria,4.0,0.0
343,42892,2019-09-07,Serbia,Portugal,2.0,4.0
344,42894,2019-09-07,France,Albania,4.0,1.0
345,42896,2019-09-07,Canada,Cuba,6.0,0.0
346,42903,2019-09-08,Switzerland,Gibraltar,4.0,0.0
347,42904,2019-09-08,Georgia,Denmark,0.0,0.0
348,42906,2019-09-08,Spain,Faroe Islands,4.0,0.0
349,42924,2019-09-09,Wales,Belarus,1.0,0.0
350,42925,2019-09-09,Northern Ireland,Germany,0.0,2.0
351,42926,2019-09-09,Estonia,Netherlands,0.0,4.0
352,42927,2019-09-09,Azerbaijan,Croatia,1.0,1.0
353,42929,2019-09-09,Poland,Austria,0.0,0.0
354,42932,2019-09-09,Scotland,Belgium,0.0,4.0
355,42939,2019-09-10,Argentina,Mexico,4.0,0.0
356,42940,2019-09-10,Brazil,Peru,0.0,1.0
357,42942,2019-09-10,Ecuador,Bolivia,3.0,0.0
358,42944,2019-09-10,Ivory Coast,Tunisia,2.0,1.0
359,42946,2019-09-10,Morocco,Niger,1.0,0.0
360,42950,2019-09-10,United States,Uruguay,1.0,1.0
361,42951,2019-09-10,England,Kosovo,5.0,3.0
362,42953,2019-09-10,Luxembourg,Serbia,1.0,3.0
363,42954,2019-09-10,Lithuania,Portugal,1.0,5.0
364,42956,2019-09-10,France,Andorra,3.0,0.0
365,42958,2019-09-10,Cuba,Canada,0.0,1.0
366,42966,2019-09-10,Kuwait,Australia,0.0,3.0
367,42969,2019-09-10,Hong Kong,Iran,0.0,2.0
368,42970,2019-09-10,Yemen,Saudi Arabia,2.0,2.0
369,42973,2019-09-10,Qatar,India,0.0,0.0
370,42975,2019-09-10,Myanmar,Japan,0.0,2.0
371,42978,2019-09-10,Turkmenistan,South Korea,0.0,2.0
372,42993,2019-10-02,Mexico,Trinidad and Tobago,2.0,0.0
373,43002,2019-10-09,Germany,Argentina,2.0,2.0
374,43004,2019-10-10,Netherlands,Northern Ireland,3.0,1.0
375,43005,2019-10-10,Croatia,Hungary,3.0,0.0
376,43006,2019-10-10,Slovakia,Wales,1.0,1.0
377,43009,2019-10-10,Latvia,Poland,0.0,3.0
378,43011,2019-10-10,Belgium,San Marino,9.0,0.0
379,43014,2019-10-10,Brazil,Senegal,1.0,1.0
380,43019,2019-10-10,Serbia,Paraguay,1.0,0.0
381,43023,2019-10-10,Haiti,Costa Rica,1.0,1.0
382,43031,2019-10-10,Australia,Nepal,5.0,0.0
383,43032,2019-10-10,Iran,Cambodia,14.0,0.0
384,43035,2019-10-10,Saudi Arabia,Singapore,3.0,0.0
385,43036,2019-10-10,Bangladesh,Qatar,0.0,2.0
386,43038,2019-10-10,Japan,Mongolia,6.0,0.0
387,43043,2019-10-10,South Korea,Sri Lanka,8.0,0.0
388,43044,2019-10-11,Czech Republic,England,2.0,1.0
389,43046,2019-10-11,Portugal,Luxembourg,3.0,0.0
390,43048,2019-10-11,Iceland,France,0.0,1.0
391,43051,2019-10-11,Morocco,Libya,1.0,1.0
392,43052,2019-10-11,Uruguay,Peru,1.0,0.0
393,43053,2019-10-11,United States,Cuba,7.0,0.0
394,43054,2019-10-11,Bermuda,Mexico,1.0,5.0
395,43059,2019-10-12,Denmark,Switzerland,1.0,0.0
396,43062,2019-10-12,Norway,Spain,1.0,1.0
397,43069,2019-10-12,Tunisia,Cameroon,0.0,0.0
398,43076,2019-10-13,Belarus,Netherlands,1.0,2.0
399,43077,2019-10-13,Estonia,Germany,0.0,3.0
400,43079,2019-10-13,Wales,Croatia,1.0,1.0
401,43080,2019-10-13,Poland,North Macedonia,2.0,0.0
402,43084,2019-10-13,Kazakhstan,Belgium,0.0,2.0
403,43090,2019-10-13,Brazil,Nigeria,1.0,1.0
404,43091,2019-10-13,Ecuador,Argentina,1.0,6.0
405,43100,2019-10-13,Costa Rica,Curaçao,0.0,0.0
406,43105,2019-10-14,Bulgaria,England,0.0,6.0
407,43106,2019-10-14,Lithuania,Serbia,1.0,2.0
408,43107,2019-10-14,Ukraine,Portugal,2.0,1.0
409,43109,2019-10-14,France,Turkey,1.0,1.0
410,43120,2019-10-15,Switzerland,Republic of Ireland,2.0,0.0
411,43122,2019-10-15,Sweden,Spain,1.0,1.0
412,43132,2019-10-15,Denmark,Luxembourg,4.0,0.0
413,43135,2019-10-15,Morocco,Gabon,2.0,3.0
414,43136,2019-10-15,Peru,Uruguay,1.0,1.0
415,43137,2019-10-15,Canada,United States,2.0,0.0
416,43138,2019-10-15,Mexico,Panama,3.0,1.0
417,43148,2019-10-15,Taiwan,Australia,1.0,7.0
418,43150,2019-10-15,Bahrain,Iran,1.0,0.0
419,43151,2019-10-15,Palestine,Saudi Arabia,0.0,0.0
420,43154,2019-10-15,Qatar,Oman,2.0,1.0
421,43156,2019-10-15,Tajikistan,Japan,0.0,3.0
422,43159,2019-10-15,North Korea,South Korea,0.0,0.0
423,43175,2019-11-13,Cameroon,Cape Verde,0.0,0.0
424,43177,2019-11-13,Senegal,Congo,2.0,0.0
425,43181,2019-11-14,Ghana,South Africa,2.0,0.0
426,43187,2019-11-14,England,Montenegro,7.0,0.0
427,43189,2019-11-14,Portugal,Lithuania,6.0,0.0
428,43190,2019-11-14,Serbia,Luxembourg,3.0,2.0
429,43193,2019-11-14,France,Moldova,2.0,1.0
430,43195,2019-11-14,Curaçao,Costa Rica,1.0,2.0
431,43202,2019-11-14,Ecuador,Trinidad and Tobago,3.0,0.0
432,43203,2019-11-14,Qatar,Singapore,2.0,0.0
433,43208,2019-11-14,Jordan,Australia,0.0,1.0
434,43210,2019-11-14,Iraq,Iran,2.0,1.0
435,43212,2019-11-14,Uzbekistan,Saudi Arabia,2.0,3.0
436,43217,2019-11-14,Kyrgyzstan,Japan,0.0,2.0
437,43220,2019-11-14,Lebanon,South Korea,0.0,0.0
438,43222,2019-11-15,Morocco,Mauritania,0.0,0.0
439,43225,2019-11-15,Tunisia,Libya,4.0,1.0
440,43226,2019-11-15,Denmark,Gibraltar,6.0,0.0
441,43227,2019-11-15,Switzerland,Georgia,1.0,0.0
442,43229,2019-11-15,Spain,Malta,7.0,0.0
443,43232,2019-11-15,Brazil,Argentina,0.0,1.0
444,43235,2019-11-15,United States,Canada,4.0,1.0
445,43236,2019-11-15,Panama,Mexico,0.0,3.0
446,43242,2019-11-15,Hungary,Uruguay,1.0,2.0
447,43245,2019-11-16,Northern Ireland,Netherlands,0.0,0.0
448,43246,2019-11-16,Germany,Belarus,4.0,0.0
449,43247,2019-11-16,Croatia,Slovakia,3.0,1.0
450,43248,2019-11-16,Azerbaijan,Wales,0.0,2.0
451,43251,2019-11-16,Israel,Poland,1.0,2.0
452,43254,2019-11-16,Russia,Belgium,1.0,4.0
453,43266,2019-11-17,Rwanda,Cameroon,0.0,1.0
454,43268,2019-11-17,Eswatini,Senegal,1.0,4.0
455,43271,2019-11-17,Kosovo,England,0.0,4.0
456,43273,2019-11-17,Luxembourg,Portugal,0.0,2.0
457,43274,2019-11-17,Serbia,Ukraine,2.0,2.0
