,index,date,home_team,away_team,home_score,away_score
89,3132,1948-08-25,Poland,Yugoslavia,0.0,1.0
90,3140,1948-09-19,Finland,Sweden,2.0,2.0
91,3141,1948-09-19,Norway,Sweden,3.0,5.0
92,3146,1948-09-26,Denmark,England,0.0,0.0
93,3149,1948-09-26,United States,Israel,3.0,1.0
94,3154,1948-10-09,Northern Ireland,England,2.0,6.0
95,3157,1948-10-10,Sweden,Denmark,1.0,0.0
96,3158,1948-10-10,Switzerland,Czechoslovakia,1.0,1.0
97,3172,1948-11-10,England,Wales,1.0,0.0
98,3173,1948-11-14,Austria,Sweden,2.0,1.0
99,3177,1948-12-02,England,Switzerland,6.0,0.0
100,3178,1948-12-05,Republic of Ireland,Switzerland,0.0,1.0
101,3186,1949-01-02,Spain,Belgium,1.0,1.0
102,3189,1949-02-27,Italy,Portugal,4.0,1.0
103,3193,1949-03-20,Portugal,Spain,1.0,1.0
104,3195,1949-03-27,Spain,Italy,1.0,3.0
105,3196,1949-04-03,Brazil,Ecuador,9.0,1.0
106,3197,1949-04-03,Switzerland,Austria,1.0,2.0
107,3198,1949-04-06,Bolivia,Chile,3.0,2.0
108,3199,1949-04-06,Colombia,Paraguay,0.0,3.0
109,3201,1949-04-09,England,Scotland,1.0,3.0
110,3202,1949-04-10,Brazil,Bolivia,10.0,1.0
111,3205,1949-04-10,Ecuador,Paraguay,0.0,1.0
112,3206,1949-04-13,Brazil,Chile,2.0,1.0
113,3207,1949-04-13,Ecuador,Uruguay,2.0,3.0
114,3208,1949-04-13,Paraguay,Peru,3.0,1.0
115,3209,1949-04-17,Bolivia,Uruguay,3.0,2.0
116,3210,1949-04-17,Brazil,Colombia,5.0,0.0
117,3211,1949-04-17,Chile,Ecuador,1.0,0.0
118,3212,1949-04-20,Chile,Colombia,1.0,1.0
119,3215,1949-04-20,Paraguay,Uruguay,1.0,2.0
120,3218,1949-04-24,Brazil,Peru,7.0,1.0
121,3220,1949-04-25,Bolivia,Ecuador,2.0,0.0
122,3222,1949-04-25,Uruguay,Colombia,2.0,2.0
123,3223,1949-04-27,Bolivia,Peru,0.0,3.0
124,3224,1949-04-27,Chile,Paraguay,2.0,4.0
125,3226,1949-04-30,Bolivia,Paraguay,0.0,7.0
126,3227,1949-04-30,Brazil,Uruguay,5.0,1.0
127,3228,1949-04-30,Chile,Peru,0.0,3.0
128,3233,1949-05-04,Peru,Uruguay,4.0,3.0
129,3235,1949-05-06,Bolivia,Colombia,4.0,0.0
130,3237,1949-05-08,Brazil,Paraguay,1.0,2.0
131,3238,1949-05-08,Chile,Uruguay,3.0,1.0
132,3243,1949-05-11,Brazil,Paraguay,7.0,0.0
133,3247,1949-05-13,Sweden,England,3.0,1.0
134,3252,1949-05-18,Norway,England,1.0,4.0
135,3255,1949-05-22,France,England,1.0,3.0
136,3257,1949-05-22,Italy,Austria,3.0,1.0
137,3258,1949-05-26,Switzerland,Wales,4.0,0.0
138,3259,1949-06-02,Sweden,Republic of Ireland,3.0,1.0
139,3260,1949-06-04,France,Switzerland,4.0,2.0
140,3262,1949-06-12,Hungary,Italy,1.0,1.0
141,3263,1949-06-12,Republic of Ireland,Spain,1.0,4.0
142,3266,1949-06-19,France,Spain,1.0,5.0
143,3267,1949-06-19,Norway,Yugoslavia,1.0,3.0
144,3269,1949-06-19,Sweden,Hungary,2.0,2.0
145,3270,1949-06-19,United States,Scotland,0.0,4.0
146,3271,1949-06-26,Switzerland,Luxembourg,5.0,2.0
147,3282,1949-08-21,Yugoslavia,Israel,6.0,0.0
148,3284,1949-09-04,Mexico,United States,6.0,0.0
149,3287,1949-09-11,Mexico,Cuba,2.0,0.0
150,3289,1949-09-14,Cuba,United States,1.0,1.0
151,3290,1949-09-18,Israel,Yugoslavia,2.0,5.0
152,3291,1949-09-18,Luxembourg,Switzerland,2.0,3.0
153,3292,1949-09-18,Mexico,United States,6.0,2.0
154,3293,1949-09-21,England,Republic of Ireland,0.0,2.0
155,3294,1949-09-21,United States,Cuba,5.0,2.0
156,3296,1949-09-25,Mexico,Cuba,3.0,0.0
157,3298,1949-10-02,Belgium,Switzerland,3.0,0.0
158,3300,1949-10-02,Sweden,Finland,8.0,1.0
159,3301,1949-10-02,Sweden,Norway,3.0,3.0
160,3305,1949-10-09,Yugoslavia,France,1.0,1.0
161,3307,1949-10-15,Wales,England,1.0,4.0
162,3309,1949-10-23,Denmark,Sweden,3.0,2.0
163,3315,1949-10-30,France,Yugoslavia,1.0,1.0
164,3321,1949-11-13,Republic of Ireland,Sweden,1.0,3.0
165,3322,1949-11-13,Yugoslavia,Austria,2.0,5.0
166,3323,1949-11-16,England,Northern Ireland,9.0,2.0
167,3325,1949-11-20,Hungary,Sweden,5.0,0.0
168,3330,1949-11-30,England,Italy,2.0,0.0
169,3333,1949-12-11,France,Yugoslavia,2.0,3.0
170,3340,1950-02-26,Bolivia,Chile,2.0,0.0
171,3342,1950-03-05,Italy,Belgium,3.0,1.0
172,3344,1950-03-12,Chile,Bolivia,5.0,0.0
173,3345,1950-03-19,Austria,Switzerland,3.0,3.0
174,3348,1950-03-25,Argentina,Paraguay,2.0,2.0
175,3350,1950-03-29,Argentina,Paraguay,4.0,0.0
176,3353,1950-04-02,Austria,Italy,1.0,0.0
177,3354,1950-04-02,Spain,Portugal,5.0,1.0
178,3355,1950-04-07,Chile,Uruguay,1.0,5.0
179,3356,1950-04-09,Chile,Uruguay,2.0,1.0
180,3357,1950-04-09,Portugal,Spain,2.0,2.0
181,3359,1950-04-15,Scotland,England,0.0,1.0
182,3362,1950-04-26,Scotland,Switzerland,3.0,1.0
183,3364,1950-04-30,Paraguay,Uruguay,3.0,2.0
184,3367,1950-05-06,Brazil,Uruguay,3.0,4.0
185,3368,1950-05-07,Brazil,Paraguay,2.0,0.0
186,3370,1950-05-13,Brazil,Paraguay,3.0,3.0
187,3372,1950-05-14,Brazil,Uruguay,3.0,2.0
188,3374,1950-05-14,Portugal,England,3.0,5.0
189,3375,1950-05-18,Belgium,England,1.0,4.0
